Response_ID,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,return_next_season_core,factory_recommend_tf_score
R_9SpUrnbD5fsCmR0,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,1
R_f2Te00UNUJq9RD2,Very satisfied,Yes,Yes,Very good,Yes,1
R_idp5xRIrGkT93I6,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,1
R_1baS6Afjs3sXBDe,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_gbomLLzNJRz67PJ,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_iBKifmFn7nd6weX,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_gqwIsN5wf8lfRdo,Very satisfied,Yes,No,Very good,Yes,1
R_g3wuM6iteuoH5Ui,Very satisfied,Yes,Yes,Very good,Yes,1
R_jY6O6cQmbsryQEv,Very satisfied,Yes,Yes,Very good,Yes,1
R_nTGSWJm3qCnTYTa,Very satisfied,Yes,Yes,Very good,Yes,1
R_gSjjQMY1wWX2qcn,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_gEHjho5A0HwyMPB,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_e36cQgQtwT5Jphl,Somewhat Satisfied,Don't know,No,Somewhat good,Yes,1
R_aUfCYsrI4kLtZSF,Very satisfied,Yes,No,Very good,Yes,1
R_48BnlZfwiMyAJJt,Very satisfied,Yes,No,Very good,Yes,1
R_1WxnCHiwEDsHMx9,Very satisfied,Yes,Yes,Very good,Yes,1
R_kOJsUxoLwF7vovr,Very satisfied,Yes,Yes,Very good,Yes,0
R_7lsv3QBJ6EogM3e,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_d4RwncAzjDU50vi,Very satisfied,Yes,No,Very good,Yes,1
R_0IRjZ92ixFnobG6,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_lJYTb16vzKDlkUO,Very satisfied,Yes,Yes,Very good,Yes,1
R_be8n082dNbhY7WS,Very satisfied,Yes,No,Very good,Yes,1
R_orJWi6OLJ2nImBW,Very satisfied,Yes,No,Somewhat good,Yes,1
R_jhgN4FJZFKeaJTr,Very satisfied,Yes,Yes,Very good,Yes,1
R_fEaPefol88KZAhj,Very satisfied,Yes,No,Somewhat good,Yes,1
R_5oWtnfWwDvPe7xt,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,0
R_kE5X1bRz2DbTciF,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,0
R_2cOkOb4JKvGggNB,Very satisfied,Yes,No,Very good,Yes,1
R_bACJkYRjALRGBKp,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_4ZzkHUdivmspjvF,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_beK3mPAeVmOrvKW,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,1
R_85VRsoedxCTSwRD,Very satisfied,Yes,Yes,Very good,Yes,1
R_fx06VQJvowzsaiu,Very satisfied,Yes,No,Neither good or bad,Don't know,1
R_00H9yE60rrA0N8h,Very satisfied,Yes,No,Very good,Yes,1
R_6EUqdbkjKfFVbcu,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_5AQn80G4NRFcv6b,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_9taI7YnOPuG3ZYR,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_eGUGqvqwHhj0p8g,Very satisfied,Yes,No,Very good,Yes,0
R_o9uWU74cZoXs9Jo,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_nsW1o2HRIIdNoov,Very satisfied,Yes,Yes,Very good,Yes,1
R_1XK2pBoGn6Tx6V8,Somewhat Satisfied,Yes,Yes,Very good,Yes,0
R_iTReTJdWE4U7Qqf,Very satisfied,Yes,Yes,Very good,Yes,1
R_amsiAO2Q4M4JpLk,Very satisfied,Yes,Yes,Very good,Yes,1
R_4ZL8Kdv8g1NYWSa,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_emsJWYLZpvvAWih,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_mNumeYAQa2MiSBK,Very satisfied,Yes,No,Very good,Yes,1
R_066H0ue9vE9b5za,Very satisfied,Yes,No,Very good,Yes,1
R_jv69WwBRJLWZCpk,Very satisfied,Yes,Yes,Very good,Yes,1
R_hy7jkcq9ndCn3qM,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_9XZqkLRkOrFlMSY,Very satisfied,Yes,Yes,Very good,Yes,1
R_oMy2EpgvIlqrMi3,Very satisfied,Yes,No,Very good,Don't know,1
R_gYey2qM09cK4ITg,Very satisfied,Yes,Yes,Very good,Yes,1
R_4arISmIlV5EnxZ5,Very dissatisfied,Yes,No,Somewhat good,Don't know,1
R_0snOhqBngPQuCac,Very satisfied,Yes,Yes,Very good,Yes,1
R_7DRcWid5xh7WBbi,Very satisfied,Yes,No,Very good,Yes,1
R_8hvJ8YBI1tGIZji,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Don't know,1
R_jViTr8IOhiHFufo,Very satisfied,Yes,Yes,Very good,Yes,1
R_7pIHWPz6NM0uebW,Very satisfied,Yes,Yes,Very good,Yes,1
R_0szBQx5qvMmK3Wl,Somewhat Satisfied,Yes,Yes,Very good,Yes,0
R_9vsl4KmQRJ3NF1Q,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_ciAtHXxcSw08aEv,Very satisfied,Yes,No,Somewhat good,Yes,1
R_0kxAJhNlTGT9tF7,Very satisfied,Refused,Don't know,Very good,Yes,1
R_9WsVLLa2pYSZIRc,Very satisfied,Yes,Yes,Very good,Yes,1
R_c9caCtAzM5PBrLD,Very satisfied,Yes,Yes,Very good,Yes,1
R_8BttAtSF295WSLm,Very satisfied,Yes,No,Very good,Yes,1
R_fhxznX29huBCjvN,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_9s2J3DqTzoC99yC,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_3UgTKQ1ybQ2du7p,Very satisfied,Yes,Yes,Very good,Yes,1
R_8R4JegKY4Hb5XIz,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_2JQmpcYMd7azTpN,Somewhat Satisfied,Yes,No,Very good,Yes,1
R_cT6p8xYnAVEFBOu,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,1
R_dixDXEtszyUttjS,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,No,1
R_lCZCWR2sGelBXOK,Somewhat Satisfied,No,Yes,Neither good or bad,Yes,1
R_lxLSCuJQntI9OE1,Neither satisfied nor dissatisfied,No,No,Somewhat good,Yes,1
R_9LqJ1gaLyjEUnQ4,Somewhat Satisfied,No,Yes,Neither good or bad,Yes,1
R_aGO2pBCrKUDlmMb,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_boMGor1u27uOAIH,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_ob1I54bCRpYmp8h,Somewhat Satisfied,Yes,Yes,Very good,Yes,0
R_bmcj6y4JD5AcMAh,Very satisfied,Yes,No,Somewhat good,Yes,1
R_c6LMLDK4REm24Th,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_l35ucmBpHP3MHSY,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_53bbtMizn15DPib,Somewhat Satisfied,Yes,No,Somewhat good,Don't know,1
R_8EnN8zW5jjuAJ4v,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_4U2y8AO3Qz7AiWH,Very satisfied,Yes,Yes,Very good,Yes,1
R_acfC5iK2GyBojVZ,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,0
R_h0Fomn1zcIP1gTh,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_oheLUg4G8liVvSo,Somewhat Satisfied,Yes,No,Somewhat good,Don't know,1
R_2SBjWQpoAKtb9iC,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_2ShJN2Zv7w7Q2R1,Very satisfied,Yes,Don't know,Very good,Yes,1
R_iJJA9lT1A3JQFEQ,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_emhVJHq7BZsU2IM,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_1oayqMvEvhDgzeZ,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_nXvs31H9rf64yFZ,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_j83tIEjWkMR2fCu,Very satisfied,Yes,Don't know,Very good,Yes,1
R_lZLLGC8MYvQ4pnd,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,0
R_1FBZ4DddVG0x9Rr,Very satisfied,Yes,Yes,Very good,Yes,1
R_9jF6tjBHtz9MZqS,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_fXl5hBHz7N7Si5q,Somewhat Satisfied,Yes,Yes,Somewhat good,Don't know,0
R_2b6iXZ3LpwZ8k89,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_dXbD6Aap0hfRfO8,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_mbgveQAaEEPg12X,Very satisfied,Yes,Yes,Very good,Don't know,1
R_c7biOEEOgQNQ6i5,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_0bceKzZPcTwq26F,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_kzSeAv1IZ7O0XnK,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_2K91I4DceFgaVZX,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_efaNBY6dVmZHQVW,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_kWr4OrOexTUwFRH,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_gW1XKrmrfFcUrwI,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_7XWi85ZPjaxEVCU,Very satisfied,Yes,Don't know,Somewhat good,Yes,1
R_7SFe9srVB6bGXrB,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_gC7Lsnxq3UJN0nw,Very satisfied,Yes,No,Somewhat good,Yes,1
R_gTQEIDtRqKkQa83,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_aUtIIOvV3yC78y6,Very satisfied,Yes,No,Somewhat good,Yes,1
R_dpuxfvSh2CLnXcL,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_1NQs5CFNR7Kh2d2,Very satisfied,Yes,No,Very good,Yes,1
R_nXCGuIlV4TsrKr3,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,0
R_loiEJyLyqGM0KoZ,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_fYimOu3VjxmvAau,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_m0OOF66Io1SiEni,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_9Y9LBAkCPiB1Nou,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Don't know,1
R_5rsfFY3fJUrFjT3,Somewhat Satisfied,Don't know,Yes,Somewhat good,Yes,1
R_9lAGAf4NvTMjzaX,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_fnJwFreRfCGnFPy,Very satisfied,Yes,No,Neither good or bad,Yes,0
R_amG7NmcPUR9jBme,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_jlXqusvdemf7QUP,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_iaF1BXpQL4qfJMa,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_lfV1z9ixMNLCdKx,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_cOYwBwLnyqoo3E0,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_n4ia6IkBJ8OxvLn,Somewhat Satisfied,Yes,Don't know,Somewhat good,Yes,1
R_7YruFXbucKFHvHr,Very satisfied,Yes,Yes,Very good,Yes,1
R_dWTYWXeeOLjSZaQ,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_6dlTetT5w6gU4SV,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_n4wCgxtcu5EpCHY,Very satisfied,Yes,No,Very good,Yes,1
R_cPjKoNmt96aqZ7R,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_2OpBIj1vOILRTBI,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_aT8EYsMdchIsq3o,Very satisfied,Yes,Refused,Somewhat good,Yes,1
R_j3Lbf5fgHBfbdgd,Very satisfied,Yes,Yes,Very good,Yes,1
R_3MC0r86gh9vEYYw,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_fHaqRXVOSMPRtIJ,Very satisfied,Yes,No,Somewhat good,Yes,1
R_k08372RaJACmTE9,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_nRKu2RJHyXCVZIb,Somewhat Satisfied,Yes,No,Neither good or bad,Don't know,1
R_d9VFpjezXZqUear,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_47WiZyXX1zbSro7,Very satisfied,Don't know,No,Neither good or bad,Yes,1
R_8kXMnETFDC1VbCc,Very satisfied,Yes,No,Neither good or bad,Don't know,1
R_6kZ1NfzxSEE7yE8,Very satisfied,Yes,Yes,Very good,Yes,1
R_oLa1UO8z8LJGIQx,Very satisfied,Yes,No,Very good,Yes,1
R_bfPEmAG45VmuKAQ,Very satisfied,Yes,No,Neither good or bad,Don't know,0
R_iqokk2kB2INg08K,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_5VLRVkKsEkTgPnU,Very satisfied,Yes,Yes,Very good,Yes,1
R_3bph26yPgQOYqiq,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Don't know,0
R_5SmJfangOWEZFdk,Very satisfied,Yes,Yes,Very good,Yes,1
R_mZQ4ejsjNANUw24,Very satisfied,Yes,No,Very good,Yes,1
R_cK0FxXLrPTaLnw1,Very satisfied,Yes,Yes,Very good,Yes,1
R_i70kYCjF4Lri3xr,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_4oFfaXmwTAycyZe,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_aCwnAkFi15oOUeW,Very satisfied,Yes,No,Somewhat good,Yes,1
R_cedArSp4M0m6jC9,Very satisfied,Yes,No,Somewhat good,Yes,1
R_l3xzffZICMzPIvo,Very satisfied,Yes,Yes,Very good,Yes,1
R_noNpgRpzOvf1obp,Very satisfied,Yes,No,Somewhat good,Yes,1
R_hBCQQQ27CttQSXh,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Don't know,1
R_1EMbGqOBbIytFpE,Very satisfied,Yes,Don't know,Somewhat good,Yes,1
R_iSS2eSRDbJsLP0S,Very satisfied,Yes,Yes,Somewhat good,Don't know,1
R_jqwtVUBQshEVhxp,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_mRwW0m3osMThKMa,Very satisfied,Yes,Don't know,Somewhat good,Yes,1
R_7bKJIxsGEAX0yz3,Very satisfied,Don't know,No,Neither good or bad,Yes,1
R_bVnD7ubWgsAv7DH,Very satisfied,Don't know,No,Neither good or bad,Yes,1
R_iZfeXvrwDr1AzWJ,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_e0sURgGMJe8bgBw,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_8N5rHU4nRE60zob,Very satisfied,Yes,No,Somewhat good,Yes,1
R_5DvuZEN5XotcoUv,Very satisfied,Yes,No,Very good,Yes,1
R_9caznk28w8u8I0k,Very satisfied,Yes,Yes,Very good,Yes,1
R_4sp4SV34eLZH26m,Very satisfied,Yes,No,Very good,Yes,1
R_bB71sAI8H4xI0i3,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,1
R_5e9JNo9qibJyiJw,Very satisfied,Yes,Yes,Somewhat bad,Yes,1
R_f1APlRmmRSl7aod,Very satisfied,Yes,No,Very good,Yes,1
R_1BpqoAor2DLVJTN,Very satisfied,Yes,Yes,Very good,Don't know,1
R_6FmM7wfZ5wGldzy,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,0
R_hFsHQ6dOT1XChjB,Neither satisfied nor dissatisfied,Yes,Yes,Very good,Don't know,1
R_3ysRu4EpKBojKXF,Very satisfied,Yes,No,Very good,Don't know,1
R_a2zWC6f8LRDLWfJ,Very satisfied,Yes,No,Very good,Yes,1
R_mULVZjyrRLS3kXM,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_8AG9SeKPfV9nxuG,Very satisfied,Yes,Yes,Very good,Yes,1
R_4DMuQxkp6J55qDj,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_cY1oXCSWTl0xDDT,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_9pJ6qE8aUOmEtap,Very satisfied,Yes,Yes,Very good,Yes,1
R_n7La6Qq836RvmBQ,Somewhat Satisfied,Don't know,No,Somewhat good,Yes,1
R_amrttD14qUVa09M,Very satisfied,Yes,No,Very good,Yes,0
R_iG3BBvMq1Qb80fi,Very satisfied,Yes,Yes,Very good,Yes,1
R_21wMqNabIok8NWM,Very satisfied,Yes,Yes,Very good,Yes,1
R_iZOsXeBOa22bmpS,Very satisfied,Yes,No,Very good,Yes,1
R_8s8Ko0Jdpxvs1lf,Very satisfied,Yes,No,Somewhat good,Yes,1
R_lKn2rf99L5vehHe,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_3VLhJf6vJbPvJqP,Very satisfied,Yes,No,Very good,Yes,1
R_245FoQBnSHyqGvo,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_8oeqL8U7j7QgUMu,Very satisfied,Yes,No,Somewhat good,Yes,1
R_7t8pw7ZodJ4lwuA,Very satisfied,Yes,Yes,Very good,Yes,1
R_4Q14vBKl1XhXdpv,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_lLssEgTAIpmvTLo,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_5g0gAQiM2Xjnf9Y,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_bt6ZCGnFoJUUJPr,Very satisfied,Yes,No,Somewhat good,Yes,1
R_5ORJ27UICQpSvJT,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_hH0R3qbhFDXEvth,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_iJNkywkwbtTjs9D,Somewhat Satisfied,Yes,Don't know,Somewhat good,Yes,1
R_43uEjMCLI5IPJ75,Very satisfied,Yes,No,Somewhat good,Yes,1
R_5VWnwlZvyquboAx,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_2tE49dVjZX6PfgU,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_9wMongRhdr4a91b,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_iu839z8yXZMLfhD,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_f3izroa2BFjjpyt,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,0
R_dQlZhLrAjbHwZdu,Very satisfied,Yes,Yes,Very good,Yes,1
R_30ClNHf6uoUBZJa,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_2RQyTDDbraB7g3q,Somewhat Satisfied,Yes,Don't know,Very good,Yes,1
R_jJbnEDD6qvmt6K9,Very satisfied,Refused,No,Somewhat good,Yes,1
R_3dgYVw0p8uIJhUk,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_jW8RLfm6Gs079Es,Very satisfied,Yes,No,Somewhat good,Yes,1
R_1QxXi49E8eTZte1,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_9lSvTQdmh3jitqQ,Somewhat Satisfied,Yes,Don't know,Somewhat good,Yes,1
R_gCRRWroKLKyxtSl,Very satisfied,Yes,Yes,Very good,Yes,1
R_7nlq1FzSRwR5THH,Very satisfied,Yes,Yes,Very good,Yes,1
R_60jJsWUe4UQwSJw,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Yes,1
R_fZLoMuLp95GIKWN,Very satisfied,Yes,Yes,Very good,Yes,1
R_3muKAXkfVNY1jvl,Very satisfied,Yes,Yes,Very good,Yes,1
R_ojPef9hfTvmBwZy,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_4UDeKVwiT9UvEtu,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_7LXmorY5JzYtoxN,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_6mZ4UtC26htFIMj,Somewhat Satisfied,Yes,No,Very good,Yes,1
R_dm6WqpfPlomcIpY,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_6bBVDIvoZrrpax0,Very satisfied,Yes,No,Somewhat good,Yes,1
R_n5vPCYf8o3YF5TI,Very satisfied,Yes,No,Somewhat good,Yes,1
R_8YwrgWUVgqxWy17,Very satisfied,Yes,No,Somewhat good,Yes,1
R_8O98CnGlWFpl1Wc,Very satisfied,No,No,Neither good or bad,No,1
R_ly4b2xbArxN14hX,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_5IGHwNBimwJibKB,Very satisfied,No,Yes,Neither good or bad,Yes,1
R_4oinoPaIeMXTLte,Very satisfied,Yes,Yes,Very good,Yes,1
R_gTOsv4igbhURO5L,Very satisfied,Don't know,No,Very good,Yes,1
R_d8lvwbIYozBU7eM,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_ohco9aRJz1Fki22,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_iSMCVk536w55adK,Very satisfied,Yes,No,Neither good or bad,Don't know,0
R_h3gXzQIU2YvygaY,Very satisfied,Yes,Yes,Very good,Yes,1
R_doFiP4WZTVAxUCn,Very satisfied,Yes,No,Very good,Yes,1
R_nQoHfsVnFkr0O2o,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_1lbQKatLyAw7QaS,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_fu1YcYwINYkCwit,Very satisfied,Yes,Yes,Somewhat good,Don't know,1
R_0MYn6S3PRe52raR,Very satisfied,Yes,Yes,Somewhat good,Don't know,1
R_9ScOOcwMpBJMUYR,Very satisfied,Yes,No,Very good,Yes,1
R_9sXOKoqjr4FPfAf,Very satisfied,Yes,No,Very good,Don't know,1
R_aYC9aJ3pTgDNUav,Very satisfied,Yes,No,Very good,Yes,1
R_iWEeOitcJL753kD,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_7ZUwfKNQr2GUY1j,Very satisfied,Yes,Yes,Very good,Yes,1
R_0A2Z2NJ5MFe7rVG,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_dtESeqSOVPkqaxg,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_15lXY9xYzfiUOjq,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_ibuwyW5bTSfKipb,Very satisfied,Yes,Yes,Very good,Yes,1
R_czTEQ2WTCRHwLGj,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_2sbM6r5hDxdCN7n,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_1XMXI0qBOHG4HbC,Very satisfied,No,Yes,Very good,Yes,1
R_0oL2AXwHQ7pcUpA,Very satisfied,Yes,Yes,Very good,Yes,1
R_1gOqSvxtnNByktp,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_jW0UmsUYq7XK6iC,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_7dSVbAGKmgcBg9C,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Yes,1
R_leJVuhdaL515X2G,Somewhat Satisfied,Don't know,Don't know,Neither good or bad,Yes,1
R_gUMcxkrozk8l0gH,Somewhat Satisfied,Don't know,No,Somewhat good,Yes,1
R_eFobTqPfpRUqOZi,Very satisfied,Yes,No,Very good,Yes,0
R_64TSuuTR5zkyKoA,Very satisfied,Yes,Yes,Very good,Yes,1
R_nMvVjyomzXgfLkj,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_3nnbVuBwJtJ2xVE,Neither satisfied nor dissatisfied,Don't know,Yes,Very good,Don't know,1
R_c2JWPlzbjfG04vi,Somewhat Satisfied,Don't know,Yes,Somewhat good,Don't know,1
R_4nZaRjMMkPgZ6wp,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_aETbRZDZtyoSFxe,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_7YbLbqobVkfTZtX,Somewhat Satisfied,Don't know,Yes,Somewhat good,Yes,1
R_fcDKYc6kqXqetOF,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_ei3We017q4WoOVR,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_4JsSRDBgWD1mFem,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_kU6rZi1wbJThaK8,Neither satisfied nor dissatisfied,Don't know,Yes,Somewhat good,Yes,1
R_iyA3pPFh3sbYt1w,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_190i72bxrvP1KjB,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,0
R_inl99SVzG6IPojT,Somewhat Satisfied,Yes,No,Somewhat good,No,1
R_bPmbBAXfbpxdOQF,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_m03vkf4UNBo98qV,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_8wKc30CpUvvhoAm,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Yes,1
R_0D0RCB14Oik5b0M,Neither satisfied nor dissatisfied,Don't know,Yes,Somewhat good,Yes,1
R_bs3dIQ5bQRB2CzW,Neither satisfied nor dissatisfied,Yes,Don't know,Somewhat good,Yes,1
R_hJIhI10zceHHAiJ,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,1
R_hQF4LGY3X1kgqwZ,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Yes,1
R_9iHh8v5Z5lejevT,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Yes,1
R_io9Zzz7li3sb5Mh,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,1
R_eBJG8gIqjzWlXDe,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,1
R_0yQ3D8ZobnwOBMT,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Yes,1
R_5Qq9bJwWh2xoRun,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_iVxrzPBmG8xwMvy,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_a2gU2xYWS3iJygG,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_nAzrt9GqKBcTdEc,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_cQafyurkWvcYyxc,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_4aZd2A1CUqXYyAs,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,0
R_n4PL3ggFiSr9QEF,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,0
R_fdhDzdpXJtCSddB,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Yes,1
R_3ii1L4936fWIc6U,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,0
R_kElN5JK9k8tWNEB,Neither satisfied nor dissatisfied,No,Yes,Refused,Yes,1
R_1OHNal5ZoxCQcb2,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,0
R_aw2dawtjdsd3NKz,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,0
R_6dZpJLLGGvaoTR7,Somewhat Satisfied,Don't know,Yes,Neither good or bad,Yes,1
R_4VxX2GTIX2nPX6U,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_9DSSO0ISy391jrP,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Yes,1
