Response_ID,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,return_next_season_core,factory_recommend_tf_score
R_1lymdqRfBtKTY1V,Somewhat Satisfied,Yes,Don't know,Somewhat good,Yes,1
R_246lEhJ35Vj56Gd,Somewhat Satisfied,Yes,Don't know,Somewhat good,Yes,1
R_5pAfvWmrxgJZemZ,Very satisfied,Yes,Yes,Very good,Yes,1
R_1MMchSX5bLSdwZh,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_0r2EIFZX7WhIfDj,Very satisfied,Yes,Yes,Very good,Yes,1
R_3qXcHHwomStwXTP,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_2CwaoBrNDqJCynm,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_1gtC0c6Aj5NwtXI,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_3rNWQtPbXKiVy4S,Very satisfied,Yes,Yes,Very good,Yes,1
R_1dnmVZEK6zMA9WA,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_3D7p1ZoeoSfWyPH,Very satisfied,Yes,Yes,Very good,Yes,1
R_2xFPnaGGLaV6m3E,Somewhat Satisfied,Don't know,Yes,Neither good or bad,Yes,1
R_1N1TEzsGTaJXkMK,Very satisfied,Yes,No,Very good,Yes,1
R_vq0w3lQZ55q3kel,Very satisfied,Yes,Don't know,Very good,Yes,1
R_sYA2afugaEa5XeF,Very satisfied,Yes,Yes,Very good,Yes,1
R_pfSw261fsDEa7Dj,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_3nxydnpYQajk9D3,Somewhat Satisfied,Yes,No,Very good,Yes,1
R_3p4r5NX29rpNg5n,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_1j8MDivTQZH6zF6,Very satisfied,Yes,Yes,Very good,Yes,1
R_3GCJME451cbgjUF,Very satisfied,Yes,Yes,Very good,Yes,1
R_2qkfkYfQYa3LUvU,Somewhat Satisfied,No,Yes,Somewhat good,Yes,1
R_1K7RKKDHPS6guZx,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_2ykLiwphr4OWZkS,Somewhat Satisfied,Yes,No,Somewhat good,Don't know,1
R_3HIxBWRq1P7VfNt,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_3knZfJJTs3dSGbc,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_eaK2seecpr8AvYJ,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_3p8ZgNiFn68D31p,Very satisfied,Yes,No,Very good,Yes,1
R_1GEndQXoPivvFhq,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_1Dw01G3pPx3crmV,Neither satisfied nor dissatisfied,Yes,Don't know,Neither good or bad,Yes,1
R_1BSjQPI2SKynWvk,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_2CvvBO4VMynSVLT,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_1OCC8fYOCoEDnbY,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_SCewuau7XIeYUbD,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_24M0zAprjRnJrz0,Neither satisfied nor dissatisfied,No,No,Somewhat good,No,1
R_1ImaRJ15gv7JuHc,Very satisfied,Yes,Yes,Very good,Yes,1
R_3L6YYeEjwL10C63,Very satisfied,Yes,Yes,Very good,Yes,1
R_RFBncLZfgFVG7bb,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_210UXsHQ1UjKcXR,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_2U5UtS3F77urKoq,Very satisfied,Yes,Yes,Very good,Yes,1
R_1JLaFxqpgC4imVF,Very satisfied,Yes,No,Very good,Yes,1
R_plu9N0SqlraC9Jn,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_nnHgVV19QjfGR34,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,0
R_6S6he87fLxwsm90,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,0
R_mmQgQL5pGp2K4m1,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,0
R_8Lu5uNrNiAKnteV,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,0
R_5QJmyVlHH0rCX2S,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,0
R_ahn3wdWBZ5MC7MM,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,0
R_dQmCsWplLPj6Tso,Somewhat Satisfied,No,No,Neither good or bad,Yes,1
R_myytpu1fSQ3hWvA,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,0
R_1D7ViereAj1TCDU,Somewhat Satisfied,No,No,Neither good or bad,Yes,0
R_h5trvTZfGGT6FLJ,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,0
R_ef11T3qzsKHRjnn,Somewhat Satisfied,Yes,No,Somewhat good,Yes,0
R_4DLcPl7IWu4C06h,Somewhat Satisfied,No,Yes,Somewhat good,Yes,1
R_fDCBNLVWphRwNB3,Very satisfied,Yes,Yes,Very good,Yes,1
R_ftBIgoey5fX5S4o,Very satisfied,Yes,Yes,Neither good or bad,Yes,0
R_o1Xt8poHUQ9Snk4,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Yes,1
R_iQDNvkY7bMOeL6O,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_gfgvmd2TyDWG8RN,Very satisfied,Yes,No,Somewhat good,Yes,1
R_7wURBzdko1j7cUF,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Yes,0
R_fzTkT4kNcRbQ30T,Very satisfied,No,No,Neither good or bad,Yes,1
R_8XTVbmz1kX9ZI8l,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_nB0HYG2G3T4JPTS,Very satisfied,No,No,Neither good or bad,Yes,1
R_7ssXAYUrRaKcbO2,Very satisfied,No,No,Very good,Don't know,1
R_4wzfeKTsQe701Yh,Very satisfied,Yes,No,Somewhat good,Yes,0
R_bAPaQvgT6IUn90U,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Yes,0
R_l5GGbl4U14orYJj,Very satisfied,No,No,Neither good or bad,Don't know,0
R_iuWsuDNqrMv024W,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_4xxIiqjMc1QXB7v,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,1
R_5X87c2hkaWuabRj,Very satisfied,Yes,Yes,Very good,Yes,1
R_bDEEpGXoo4VbowT,Somewhat dissatisfied,Yes,No,Very good,Yes,1
R_kNnKj5dMGrRvPVu,Very satisfied,Yes,No,Somewhat good,Yes,1
R_mxhqcL34VXt7kT5,Neither satisfied nor dissatisfied,Yes,Yes,Very good,Yes,1
R_gag7b7R5ZBk4h2p,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_eGP5VximMEuWBQm,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_9gW3nwF0V5t1AVm,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_leV5C2GpueGGHrr,Very satisfied,Don't know,Don't know,Very good,Yes,1
R_3cYBX1VZZfoSApz,Somewhat Satisfied,No,No,Neither good or bad,Yes,1
R_gMlJLslxRetUsVd,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_iOQhxXpHSNV7fZ7,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,0
R_cKb0sGfrHTLBKFl,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_jhBVfOE4DrH1KCT,Neither satisfied nor dissatisfied,No,No,Somewhat bad,Don't know,1
R_2k3qoMGbWP7JZiw,Somewhat Satisfied,No,No,Neither good or bad,Yes,1
R_jU9aTLcODJEIcS2,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,1
R_bqR7HwXh6jYgMZQ,Very satisfied,Yes,Yes,Very good,Yes,1
R_b114YJ1TZx8FgCb,Very satisfied,Yes,Yes,Very good,Yes,1
R_9MduhrXVYuwzvcM,Very satisfied,Yes,Yes,Very good,Yes,1
R_00wwPRsKwLIc35y,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_6xRFWz4tVeZYiDd,Very satisfied,Yes,Yes,Very good,Yes,1
R_0Zo0ELYVBaaNcwg,Very satisfied,Yes,Yes,Very good,Yes,1
R_0OikpDIlyIavnlb,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_5uhsdv4nXuYC5bo,Somewhat Satisfied,No,No,Very good,Yes,1
R_dMx2t7O5SRQwk2a,Somewhat Satisfied,No,No,Very good,Yes,1
R_8fLd5JiFs3ZCiFa,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_41Vv9OD70WDR5So,Somewhat dissatisfied,No,No,Neither good or bad,Yes,1
R_bSvAUVXfwGRI1af,Somewhat Satisfied,No,No,Neither good or bad,Yes,1
R_hwcimvIipP4CTRO,Neither satisfied nor dissatisfied,No,No,Somewhat good,Yes,0
R_213XwFrhLjttPgU,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Yes,1
R_fNqMrxBrcwaNdko,Neither satisfied nor dissatisfied,Yes,No,Somewhat bad,Yes,1
R_9Cy5wmvQTiDymdT,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Yes,1
R_5NNGdKMw2nE1H0z,Somewhat Satisfied,Yes,No,Very bad,Yes,1
R_gfvB4RhrSb9CHqL,Neither satisfied nor dissatisfied,No,No,Somewhat bad,Yes,1
R_9pyLILMor38F3My,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_lOs55bbg7ctjAFO,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_nSEu3JyKew0UvbO,Very satisfied,Yes,No,Somewhat good,Yes,1
R_ooK2nCVzYgdjIpo,Somewhat Satisfied,No,No,Somewhat good,Yes,1
R_5Ohuvl7wapx8c0s,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Yes,1
R_dFuVFpn69jAtQWv,Somewhat Satisfied,No,No,Somewhat bad,Yes,1
R_dTl8d76uwrNoWS2,Somewhat Satisfied,No,No,Somewhat good,Yes,1
R_iWfCMVwMN6spgGZ,Very satisfied,Yes,Yes,Neither good or bad,No,1
R_jLPXFdBdcTbkYzX,Very satisfied,No,No,Neither good or bad,Yes,0
R_ijoBXu2BeK5dAZP,Very satisfied,No,No,Very good,Yes,0
R_oxEl6bzTTjFbcKO,Very satisfied,Yes,No,Somewhat good,Yes,1
R_lW3egMhnYeibSwg,Very satisfied,No,No,Neither good or bad,Yes,1
R_9aawqsqjqb0TT4B,Very satisfied,Yes,Don't know,Very good,Yes,1
R_3swySzfqox4WKdC,Very satisfied,Yes,No,Somewhat good,Yes,1
R_2NTuj18tlmXeY0Y,Very satisfied,Yes,No,Very good,Yes,1
R_kzo1vbw3eRUav78,Very satisfied,No,No,Somewhat good,Don't know,0
R_iRjpV5zLTDvojuC,Very satisfied,No,No,Very good,Yes,0
R_14PA0v8qECgydQe,Very satisfied,No,No,Very good,Yes,0
R_9rGYrbGCMt8jJl9,Very satisfied,Yes,Yes,Very good,Yes,0
R_6xBFbjseuzWFglT,Very satisfied,No,No,Very good,Yes,0
R_nnNQuquJuFozWDG,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Don't know,0
R_hiMZd0W252iGVH6,Very satisfied,Yes,No,Very good,Don't know,1
R_2iG4tFXluVxiywu,Very satisfied,Yes,No,Very good,No,0
R_c7tSdw65M7jZHFy,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Yes,0
R_eHlFgJfG0dBbpVf,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Yes,0
R_7PdxlLmflYJADWE,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Yes,1
R_mxnDRQVR8NiNQ78,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Yes,1
R_fpJiLGxSqSokr6Q,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_jJ9TTPxFupTCpOh,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_gqklYOqI1UgTz4M,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_bgfPimtb37KmfvP,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Yes,0
R_hf0Td1PYFkJm0gR,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,0
R_fr5DpCwVZoY07BF,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Yes,0
R_0Rdtrn6TOf8TNS3,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,0
R_2JpQBXThb5KMlfD,Somewhat Satisfied,No,No,Neither good or bad,Yes,0
R_nRMpxgINlWaNWjw,Somewhat Satisfied,No,No,Neither good or bad,Yes,1
R_n25WCyHm6yW04t7,Somewhat Satisfied,Yes,No,Somewhat good,Don't know,1
R_kwCeawOLmmFKXPn,Somewhat Satisfied,Yes,No,Somewhat good,No,0
R_nHEKD6xvorZ6ifh,Very satisfied,Yes,No,Somewhat bad,Yes,1
R_1eIr1Wknb5V9Z8Z,Very satisfied,Yes,Yes,Very good,Yes,1
R_dC903jPzLB5tPRX,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_hx35qT8Qvrd2mXu,Somewhat dissatisfied,Yes,No,Somewhat good,Yes,1
R_bu9FvnnQxcRhkGY,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_mPZTcv6AES0SaOG,Neither satisfied nor dissatisfied,No,No,Somewhat good,Don't know,1
R_9iNpIkFE0xBSbPv,Very satisfied,Yes,No,Very good,Yes,1
R_27avo3j2Sumck8v,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat bad,Yes,1
R_9rHXHv8zO4R8TQD,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_7SAtodlMBafJInc,Neither satisfied nor dissatisfied,No,Yes,Somewhat good,Don't know,0
R_ipOOSOXYqBpWxV4,Very satisfied,No,No,Very good,Yes,0
R_khuTxLfA8pSqX7A,Neither satisfied nor dissatisfied,No,Yes,Somewhat good,Yes,1
R_oJQNGpHYoSJRcQ9,Very satisfied,Don't know,No,Somewhat good,Yes,1
R_g8Nyn7H1RteRbtd,Very satisfied,Yes,Yes,Very good,Yes,1
R_3h5P5aLBDkDI2Eq,Neither satisfied nor dissatisfied,No,No,Somewhat good,No,0
R_2rDvHQGETOLZ3P7,Very satisfied,Yes,No,Very good,Yes,1
R_AjGD8qlfJ83qRHj,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_2V4GiHkF5fnynRV,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_z9hDvYxqbpgqb1T,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_Q50pf9BbAOtzF7z,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_233S7dor47QoBa6,Somewhat Satisfied,Yes,Don't know,Somewhat good,Yes,1
R_3QKHaAcezBmYQZ9,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_2S1R5dggg03WpYk,Neither satisfied nor dissatisfied,No,No,Somewhat good,Yes,1
R_3KE1h6TJ822lJb0,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_2AF0b018NjWfL7Z,Very satisfied,Yes,No,Very good,Yes,1
R_1E5nS2DPyu9MHWu,Somewhat Satisfied,Yes,No,Very good,Yes,1
R_6VYPjCX7Msg5mlH,Very satisfied,Yes,No,Very good,Yes,1
R_1oz5t2MQD2OgSL6,Very satisfied,Don't know,Yes,Very good,Yes,1
R_1gMTHufLI0UONpu,Somewhat Satisfied,Don't know,No,Neither good or bad,Yes,1
R_2XdmIjC6bFqMzwP,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_2D7xdaVU4WOmqAx,Very satisfied,Yes,Yes,Very good,Yes,1
R_1BRiQGmygr7Wovd,Somewhat dissatisfied,Yes,No,Neither good or bad,Yes,1
R_1eCqkExUzGneqRm,Very satisfied,Yes,No,Very good,Yes,1
R_AnXKnTBaEOjzEgp,Very satisfied,Yes,Yes,Very good,Yes,1
R_AdmwtD1cqVEZGjT,Neither satisfied nor dissatisfied,No,Yes,Neither good or bad,Don't know,1
R_2E50RhFLZRgb84l,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Don't know,1
R_2awwy8XcHPDaOeM,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_2fpQtSbeIr73A02,Very satisfied,Yes,Yes,Very good,Yes,1
R_3pf48LSpDcIHr3P,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_3RdR6PSDQA1o4Fz,Very satisfied,Yes,Yes,Very good,Yes,1
R_3nqq6RMGQUrRjBT,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_3e7VWO6gmkGZfzA,Very satisfied,Yes,No,Somewhat good,Yes,1
R_4Izj6RMCFNua2YN,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_8uclJpdFdzJYwQ9,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_23gyT87K5x9QELJ,Very satisfied,Yes,Yes,Very good,Yes,1
R_1ovy4BoHAB2zcVf,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Yes,1
R_aftuwBI6NcHTLVL,Neither satisfied nor dissatisfied,Yes,No,Very good,Yes,1
R_12J6WQqfareeMff,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_xu2RP03bWiDlKpz,Somewhat Satisfied,Don't know,No,Somewhat good,Yes,1
R_2CdZgGSgxBmpRNr,Somewhat Satisfied,Don't know,Yes,Somewhat good,Yes,1
R_6m7s2VZqEwwHo5P,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_2tm546iuNfAVoNO,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_1gqlcm2soQYSu9G,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Don't know,1
R_5oP2DUkDu80gt69,Very satisfied,Yes,No,Very good,Yes,1
R_2aPnUmQ1zf4EHNb,Very satisfied,Yes,Don't know,Very good,Yes,1
R_3FWBlN4OKIPP0tB,Very dissatisfied,Yes,Yes,Neither good or bad,Don't know,1
R_3feEijXH2EXN5Bd,Very satisfied,Yes,Yes,Very good,Yes,1
R_9uWojUMy46ugUF3,Somewhat Satisfied,Don't know,No,Somewhat good,Yes,1
R_3PGmhmGVLK4kd1x,Very satisfied,Yes,No,Somewhat good,Yes,1
R_3lS0Lh9CCF9Usca,Neither satisfied nor dissatisfied,No,Yes,Somewhat good,Yes,1
R_2afzGnkO9sqNB6t,Very dissatisfied,Don't know,No,Very good,Yes,1
R_2VdM1N0lvefD27Z,Neither satisfied nor dissatisfied,Don't know,Yes,Somewhat good,Yes,1
R_42xfM1DXFIeSZW1,Somewhat Satisfied,No,No,Neither good or bad,Yes,1
R_2Tn6SwgJqHcW62I,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_3Rq3HyuASjz0WaM,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_31Qt9kbHKVsGL6X,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_1f7Vugbw3h3YLQc,Very satisfied,Yes,No,Very good,Yes,1
R_2R2ePnpC0K12JZq,Very satisfied,Yes,Yes,Very good,Yes,1
R_1gvv0BVxWOxBsLo,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,0
R_1inEzs8aEBfZv9t,Very satisfied,Yes,No,Somewhat good,Yes,1
R_QaBiHUSPQ6UZpId,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_ZCuGII7iLbWeQ4p,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_1DUVrHawjju3FLh,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_xyZNlSLTzD1nzG1,Very satisfied,Yes,No,Very good,Yes,1
R_22FwkQcw325AmKs,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_psbzn6gPQREtX0d,Very satisfied,Yes,Yes,Very good,Yes,1
R_3eaY8wMo4FEHo74,Somewhat Satisfied,Refused,No,Neither good or bad,Yes,1
R_9FTsKDLfNgfzYop,Very dissatisfied,Yes,Yes,Somewhat good,Yes,1
R_3fIORNGQQnlE4N0,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_3khpDNzpUIa19Dq,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_ywggdpNyJJ0I2K5,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_26gXNt1KKKu0N0l,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_3nIrCKGLld5yqZk,Very satisfied,Yes,No,Somewhat good,Yes,1
R_25LSOSH69bNlzCu,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_1DYgpThfSbMiqDQ,Very satisfied,Yes,No,Very good,Yes,1
R_Rno1CUbbmkOpf1v,Neither satisfied nor dissatisfied,Don't know,Yes,Somewhat good,Yes,1
R_3KOU8nM0GAOkUhZ,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_3sh1U1UK6czMrD4,Very satisfied,Yes,Yes,Very good,Yes,1
R_2UYjrDk2mSFdzAI,Very satisfied,Yes,Yes,Very good,Yes,1
R_piaJVEk8DOAd6RH,Very satisfied,Yes,No,Neither good or bad,Yes,1
R_54iG6LQV6AoFFp7,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Yes,1
R_2D6WMkYOEaYwnXG,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_8hQ5WUR4pVz7pJf,Very satisfied,Yes,No,Very good,Yes,1
R_PZjJ2IyF12XYR1f,Very satisfied,Yes,Yes,Very good,Yes,1
R_1hZicxT3xhMMNB2,Very satisfied,Yes,Yes,Very good,Yes,1
R_1oj9E8qIYPRwdXj,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Yes,0
R_1EX1EkSZ7EUkPk8,Very satisfied,Don't know,Yes,Very good,Yes,1
R_1dsoMaOsrh8dIa0,Very satisfied,Yes,No,Very good,Yes,1
R_3OqyrEvVzxs2iXn,Very satisfied,Yes,Yes,Very good,Yes,1
R_DCzaudzaL9b4Nz3,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_1Ii1qKzBmSocNGx,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_22PvEgeu4YT2OVs,Somewhat Satisfied,Don't know,No,Very good,Yes,1
R_3J2yYBDTocX0V7P,Somewhat Satisfied,Refused,No,Neither good or bad,Yes,1
R_22y0Xx1FYPU9k4Q,Very satisfied,Yes,No,Very good,Yes,1
R_2S7Yfcu2nE1K46W,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_27CEbuftHX8QwhY,Somewhat Satisfied,No,No,Somewhat good,Yes,1
R_6tUV2zuFjk2XxbX,Very satisfied,Yes,No,Somewhat good,Yes,1
R_1g22JqCajSYftHy,Very satisfied,Don't know,No,Somewhat good,Yes,1
R_25MglFMLA2nIVp6,Somewhat Satisfied,Yes,No,Very good,Yes,1
R_yKhwZxBbemrUFnb,Very satisfied,Yes,Yes,Somewhat good,Yes,1
R_3sv7sC8Og0taAut,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_1HbpVbUcd1QjHD7,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_2S8lVpBWDwklEyI,Very satisfied,Yes,No,Very good,Yes,1
R_3qpp2nPbpw6rKid,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_12MBQixI5bg5sMJ,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Yes,1
R_3nAD2qDDZcO1RxK,Very satisfied,Yes,No,Somewhat good,Yes,1
R_1jPRNJfzk8vPVqL,Neither satisfied nor dissatisfied,Yes,Yes,Very good,Yes,1
R_2TGGhBCZPcJzger,Very satisfied,Yes,Yes,Very good,Yes,1
R_1GK97deVsgW94aS,Somewhat Satisfied,Yes,Yes,Neither good or bad,Yes,1
R_2cpF5TpOPKNRdqK,Very satisfied,Yes,Yes,Very good,Yes,1
R_2TWNKbfAQexvjkT,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_2VwpNFi0NukfNtk,Very satisfied,Yes,Yes,Very good,Yes,1
R_116hTd0YsZECt9e,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_3qwIdHKXqBzyyF7,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_1GN7VyolOFOx5fl,Somewhat Satisfied,Yes,Don't know,Somewhat good,Yes,1
R_3QRGS5Axk0Qd93G,Very satisfied,Don't know,No,Very good,Yes,0
R_2xGilFF871ogN0C,Very satisfied,Yes,Yes,Very good,Yes,1
R_3m7t30Nmcnvmc7m,Very satisfied,Yes,No,Somewhat good,Yes,1
R_3FKb3lq8FCwtvbL,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_3qguy63KjQWMyGi,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Yes,1
R_1QrLtts9MUMIuk9,Very satisfied,Yes,Yes,Very good,Yes,1
R_24iSUAhjTtBrx5i,Somewhat Satisfied,No,No,Neither good or bad,Yes,1
R_ClyQqJ53uVuZuxz,Somewhat Satisfied,Don't know,No,Very good,Yes,1
R_2zeiQEnykBXMtDR,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Yes,1
R_3MSVVmHdPyMXzaU,Very satisfied,Yes,Yes,Neither good or bad,Yes,1
R_2TZS7eKddCFzY80,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Yes,1
R_31ZvnCUxFlNfEJi,Somewhat Satisfied,Yes,Yes,Very good,Yes,1
R_6FEzUDqVax6WQhj,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_1gjSRGMX34KzRNe,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Yes,1
R_3ksTJlQf62rzV8b,Very satisfied,Don't know,Yes,Very good,Don't know,0
R_3qwDKyqoYV6ZZSx,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,1
R_31GZwTBqwYOuXyJ,Very satisfied,Yes,Yes,Very good,Yes,1
R_1n3daojWgzsUVLv,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Yes,1
R_vD2LUrIzDUr1uBr,Very satisfied,Yes,Yes,Very good,Yes,1
R_3Rwt5m9g9iV2Pjv,Somewhat Satisfied,Yes,Yes,Somewhat good,Yes,1
R_2tor0yNtVyvQGi8,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
R_3R3NnC4X3ar78QV,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Yes,1
R_3DbW5ZZF8JQcZt9,Very satisfied,Yes,No,Very good,Yes,1
R_2QxIfx10rZeiMAC,Somewhat dissatisfied,Yes,No,Very good,Yes,1
R_2AGSociWaCpse2b,Somewhat Satisfied,Yes,No,Neither good or bad,Yes,1
R_3D1QASSBahFU1Oc,Very satisfied,No,No,Somewhat good,Yes,1
R_24qqDcLrGffeuVv,Very satisfied,No,Yes,Neither good or bad,Yes,1
R_vZdi0JdXE1N5coF,Very satisfied,Yes,No,Very good,Yes,1
R_2aztyQGJV4S92tr,Neither satisfied nor dissatisfied,Don't know,No,Very good,Yes,1
R_1pGAo2YojcwELsu,Somewhat dissatisfied,No,No,Neither good or bad,Yes,0
R_2E4sKkalyHnCYUp,Somewhat Satisfied,Don't know,No,Somewhat good,Yes,1
R_2SjG8SdWYjGh4oz,Very satisfied,Yes,Yes,Very good,Yes,1
R_1CJYrYWFstUFMBe,Neither satisfied nor dissatisfied,No,Yes,Neither good or bad,Yes,1
R_3fUHAgiMFzuQkRz,Very satisfied,Don't know,No,Very good,Yes,1
R_2an6kXrs5HyrpSI,Very satisfied,Yes,Yes,Very good,Yes,1
R_2vcaGVcwvcgACoX,Somewhat Satisfied,Yes,No,Somewhat good,Yes,1
