Response_ID,gender_core,age_core,education_level_core,worker_type_core,understand_contract,entity_tenure_total_months,safety_core,accident_last_year,covid_safety_measures_core,pressure_to_work_core
R_3CZeN1c397zTM5r,Woman,23,Middle School,Permanent,Yes,84,Somewhat agree,No,Strongly Agree,Strongly disagree
R_3O82yzbqGA0Pbdi,Man,29,College degree or higher,Permanent,Yes,12,Somewhat disagree,No,Strongly Agree,Neither agree nor disagree
R_VISNtqhVgzK1p8B,Man,43,Elementary School,Permanent,Yes,24,Strongly Agree,No,Strongly Agree,Strongly disagree
R_26vup4CmFCYkJ0t,Woman,48,Middle School,Permanent,Yes,120,Strongly Agree,No,Somewhat agree,Strongly disagree
R_1LIIbz25Ezem4Im,Woman,22,Middle School,Permanent,Yes,18,Somewhat agree,No,Agree nor disagree,Strongly disagree
R_10GbXMtc3a8KkEr,Man,44,No school,Permanent,Yes,7,Strongly Agree,No,Strongly Agree,Somewhat disagree
R_1g6gii40JFIOncU,Man,27,Middle School,Permanent,Yes,31,Agree nor disagree,No,Somewhat agree,Strongly disagree
R_3MPX8HyAWUMF3Vk,Man,29,Middle School,Don't know,Yes,10,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3MArxaQ51pcpl7l,Man,22,High School,Temporary,Yes,8,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1LoZOHaU9hcHguP,Woman,38,Middle School,Permanent,Yes,12,Agree nor disagree,No,Somewhat agree,Strongly disagree
R_10IyurRuTGZpeZk,Man,18,High School,Temporary,Yes,1,Strongly Agree,No,Somewhat agree,Strongly disagree
R_3luhdesHeCAqwFW,Woman,18,High School,Temporary,Yes,1,Strongly Agree,No,Strongly Agree,Strongly disagree
R_R9ruLHgGQGFV3od,Woman,21,High School,Temporary,Yes,15,Strongly Agree,No,Strongly disagree,Strongly disagree
R_33wH8LykavlRxew,Man,25,Middle School,Permanent,Yes,60,Strongly Agree,No,Strongly disagree,Strongly disagree
R_2rPijPFDOTwsnQI,Man,29,Middle School,Permanent,No,24,Somewhat agree,Yes,Somewhat agree,Somewhat agree
R_DDaz3QKFKnQhRMB,Man,49,Elementary School,Permanent,Yes,24,Strongly Agree,Yes,Somewhat disagree,Somewhat agree
R_30uhuhicP3Iqo9D,Woman,42,Elementary School,Permanent,Yes,59,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1DVd2hcRiKQGayL,Man,69,Elementary School,Permanent,Yes,72,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1JQLVtiOLPz9UJW,Woman,19,Middle School,Temporary,No,11,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2uICGRcssI7CtwX,Woman,22,High School,Permanent,Yes,12,Somewhat agree,Yes,Strongly Agree,Strongly disagree
R_4OP8BYJHmtPBDLb,Woman,24,College degree or higher,Permanent,Yes,6,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2R1BW4dqA8mU87V,Woman,21,High School,Permanent,Yes,36,Agree nor disagree,No,Agree nor disagree,Somewhat disagree
R_CmhypliJFu2bApb,Woman,22,Middle School,Permanent,Yes,20,Strongly Agree,No,Strongly Agree,Strongly disagree
R_SPeZK3PKGzrSxnX,Man,49,High School,Permanent,No,32,Strongly Agree,No,Strongly disagree,Somewhat agree
R_3LeZjcpHECUEqFr,Woman,45,No school,Temporary,Yes,3,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1QKOrANR9sd6SzC,Woman,31,Middle School,Permanent,Yes,3,Somewhat agree,No,Strongly Agree,Strongly disagree
R_21BY5UsxZgkEt4Z,Woman,21,High School,Permanent,Yes,26,Strongly Agree,No,Strongly Agree,Somewhat disagree
R_3sBL5XMizVEaSrd,Woman,31,College degree or higher,Permanent,Yes,31,Strongly Agree,No,Strongly Agree,Strongly disagree
R_5BH0wBujLqarVfz,Woman,39,Elementary School,Permanent,Yes,30,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1DM9dQoKIc6dO27,Woman,21,Middle School,Permanent,Yes,24,Agree nor disagree,No,Strongly disagree,Strongly disagree
R_1rIeNeAtVPsBhvu,Woman,23,College degree or higher,Permanent,Yes,8,Somewhat agree,No,Somewhat agree,Neither agree nor disagree
R_27VxdXfZYSRkOBq,Man,42,No school,Permanent,Yes,5,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3fcmW5LVoNBj3b6,Woman,43,Elementary School,Permanent,Don't know,36,Strongly Agree,Yes,Somewhat agree,Strongly disagree
R_SZdiyRlwkWdPuNz,Man,29,No school,Permanent,Yes,8,Strongly Agree,No,Strongly Agree,Somewhat agree
R_5nGz4WboqKeXUbv,Man,23,Middle School,Permanent,Yes,32,Strongly Agree,No,Somewhat agree,Strongly disagree
R_RF7iDUAOc7FThlv,Man,28,High School,Permanent,Yes,20,Agree nor disagree,No,Strongly Agree,Strongly disagree
R_3r0dN7vcKOY9wGC,Man,22,College degree or higher,Permanent,Yes,5,Strongly Agree,No,Somewhat agree,Strongly disagree
R_2w4tlGm2ZM0Jv9o,Man,20,Middle School,Permanent,Yes,32,Agree nor disagree,Yes,Strongly Agree,Strongly disagree
R_2Pdn7cJTjI9WdL8,Man,22,High School,Permanent,Yes,30,Strongly Agree,No,Agree nor disagree,Somewhat agree
R_3fqII5MkLREh6Po,Man,32,Middle School,Permanent,Yes,27,Strongly Agree,No,Somewhat disagree,Strongly disagree
R_1gNQNjqjfuEPcD4,Man,43,No school,Permanent,Yes,36,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1dg02pjJyOlfIrY,Man,37,Middle School,Permanent,Yes,14,Strongly Agree,No,Strongly Agree,Somewhat disagree
R_2CON0OnVgjQuvXG,Man,23,Middle School,Permanent,Yes,3,Strongly Agree,No,Strongly Agree,Strongly disagree
R_ahfe4DDXJUgBW81,Man,26,Middle School,Permanent,Yes,12,Strongly Agree,No,Strongly Agree,Strongly disagree
R_11WLoZB2UbcBYSZ,Woman,48,Middle School,Permanent,Yes,36,Agree nor disagree,No,Agree nor disagree,Strongly disagree
R_2pWVeY5BOXWoDw0,Woman,28,Middle School,Permanent,No,30,Somewhat agree,No,Strongly Agree,Strongly disagree
R_0pTZXVLmXjKrY4x,Man,25,Middle School,Permanent,Yes,16,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1OCVmuXxmkT5Qzk,Woman,49,Elementary School,Temporary,Yes,3,Strongly Agree,No,Strongly Agree,Strongly disagree
R_cHehMEg5N4oij85,Man,49,Elementary School,Temporary,Yes,32,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2VRbY64TH248ean,Woman,19,Middle School,Permanent,Yes,7,Somewhat agree,No,Strongly Agree,Strongly disagree
R_2tliKTybMnpM4Zc,Man,35,Middle School,Permanent,Yes,18,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1LX4sxnmKRJ3QgF,Woman,42,Middle School,Permanent,Yes,12,Strongly Agree,No,Strongly Agree,Strongly disagree
R_24rfSktnLEqDf8g,Woman,38,Middle School,Permanent,Yes,36,Strongly Agree,No,Strongly Agree,Strongly disagree
R_qIbkoRHWyBO8eXL,Woman,33,Middle School,Permanent,Yes,30,Strongly Agree,No,Somewhat agree,Strongly disagree
R_Wfywfqlhx7eL0d3,Woman,20,Middle School,Permanent,Yes,11,Strongly Agree,No,Strongly Agree,Strongly disagree
R_tXkILZ0KU53FNCN,Man,42,Elementary School,Permanent,Yes,10,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3gYrGUb3BYEkLnQ,Woman,37,Middle School,Permanent,Yes,36,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2Bm8HFXXUDoibF9,Woman,26,Elementary School,Temporary,Yes,2,Somewhat agree,No,Somewhat agree,Strongly disagree
R_2428iWqDHNdNXGa,Woman,36,Middle School,Temporary,Yes,1,Somewhat agree,No,Strongly Agree,Strongly disagree
R_25GjLSKs2mrJcC5,Woman,21,Middle School,Permanent,Yes,24,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2cnNGnd5NTnpF9v,Woman,34,Middle School,Permanent,Don't know,15,Agree nor disagree,No,Somewhat agree,Neither agree nor disagree
R_1d13NDwJmRnybW5,Man,27,Middle School,Permanent,No,12,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3p6bpGslbrxoJhc,Woman,40,No school,Permanent,No,36,Somewhat agree,No,Strongly Agree,Somewhat agree
R_1MLk6KWWjJ74LcQ,Woman,54,Middle School,Permanent,No,12,Somewhat agree,No,Strongly Agree,Strongly disagree
R_3G1cmVKn1FHmji0,Woman,28,Middle School,Temporary,Yes,5,Somewhat agree,No,Agree nor disagree,Strongly disagree
R_2nuuugKGeQ64pnX,Man,26,Middle School,Permanent,Yes,9,Strongly Agree,No,Strongly Agree,Strongly disagree
R_27dFxnXZUiehsBo,Woman,19,Elementary School,Temporary,Yes,3,Strongly Agree,No,Agree nor disagree,Strongly disagree
R_1CliNrDJYeblx6Z,Man,28,Middle School,Permanent,Yes,78,Strongly disagree,No,Agree nor disagree,Strongly disagree
R_32W3pw9wYJ7KUSl,Man,33,College degree or higher,Permanent,Yes,12,Somewhat agree,No,Strongly Agree,Somewhat disagree
R_3Qma1zH6jYqNHLb,Woman,65,No school,Permanent,Yes,4,Strongly Agree,No,Strongly Agree,Strongly disagree
R_32Wu8z3sxYSH5jZ,Woman,35,High School,Permanent,Yes,11,Strongly Agree,No,Strongly Agree,Strongly disagree
R_sRvrewQkmqFWl4B,Woman,32,Middle School,Permanent,Yes,11,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1H8iXHOpgKoWxuo,Woman,28,Elementary School,Permanent,Yes,60,Agree nor disagree,Yes,Strongly Agree,Somewhat agree
R_UstvYKEbVIvnUBz,Woman,52,No school,Permanent,Yes,24,Strongly Agree,No,Somewhat agree,Strongly disagree
R_2WMWxFUCuEtDHJO,Woman,21,Elementary School,Permanent,Yes,2,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3gNGDzBS6JHNjY0,Woman,43,Middle School,Temporary,Yes,12,Somewhat disagree,No,Strongly disagree,Strongly disagree
R_3e3onO0dOxDSgCr,Woman,26,Middle School,Don't know,Don't know,12,Strongly Agree,No,Strongly Agree,Strongly disagree
R_poas1KWBVffj8pb,Woman,25,Middle School,Permanent,Yes,22,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2TpWm5MaMeC0wKB,Woman,22,High School,Permanent,No,7,Somewhat disagree,No,Somewhat agree,Strongly disagree
R_10D7AhWCmX7cRLb,Woman,32,Middle School,Temporary,Yes,5,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2E3QXELhpXTXXAU,Woman,35,Elementary School,Temporary,No,14,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2Bgv2c8Xy25AF6e,Woman,47,Middle School,Permanent,Yes,1,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2dRxYspjT82zNyV,Woman,52,No school,Permanent,Yes,0,Strongly Agree,No,Strongly Agree,Strongly disagree
R_22tQzYsbE5Tcmp2,Woman,24,High School,Temporary,Yes,1,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2WT2xr2yATnvm2u,Man,30,Elementary School,Permanent,Yes,132,Strongly Agree,No,Strongly Agree,Strongly disagree
R_tRQAkOYQWNrXnIR,Woman,46,Middle School,Permanent,Yes,22,Strongly Agree,No,Agree nor disagree,Strongly disagree
R_1InubW8pESeW14N,Woman,21,Middle School,Permanent,No,4,Somewhat agree,No,Somewhat agree,Strongly disagree
R_dbWvJLBIJytXDAB,Woman,28,Middle School,Permanent,No,30,Strongly Agree,No,Strongly Agree,Strongly disagree
R_w6RA2bsnZBpk7y9,Man,19,High School,Temporary,Yes,1,Somewhat agree,No,Strongly Agree,Strongly disagree
R_vIAgTnenwgmrEs1,Woman,25,High School,Temporary,Yes,1,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1KvV2CB6L22PGqi,Woman,53,Middle School,Permanent,Yes,32,Strongly Agree,No,Strongly Agree,Strongly disagree
R_XwgLblPkPcZWlod,Woman,22,Middle School,Temporary,Yes,12,Somewhat agree,No,Strongly Agree,Strongly disagree
R_3rtiJU46CesU62t,Woman,42,No school,Permanent,Yes,60,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1pyuG7M4BRYX8So,Woman,22,Middle School,Permanent,Yes,5,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3htF8NMAposFkRv,Woman,20,High School,Temporary,Yes,20,Somewhat agree,No,Somewhat agree,Strongly disagree
R_10uEHNvDxDnVKWk,Woman,38,High School,Permanent,Yes,7,Somewhat disagree,No,Somewhat agree,Strongly Agree
R_2AMyWIMZcOdc1av,Man,35,High School,Permanent,Yes,14,Strongly disagree,Yes,Strongly disagree,Strongly disagree
R_3purRjQueGegDO0,Woman,33,Middle School,Don't know,Yes,2,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3lz8Hf6q7kP5pLF,Woman,25,High School,Permanent,No,42,Somewhat disagree,Yes,Strongly Agree,Strongly disagree
R_3Poz5v4tvF1GVwe,Woman,28,Elementary School,Permanent,Yes,2,Strongly Agree,No,Strongly Agree,Strongly disagree
R_sUb1sBmdRIXJ03L,Woman,28,Middle School,Permanent,Yes,4,Strongly Agree,No,Somewhat agree,Strongly disagree
R_1fZC3PjxrlDAA9l,Woman,21,Middle School,Temporary,Yes,1,Somewhat agree,No,Strongly Agree,Strongly disagree
R_3kdLsxJsz0cHpO3,Woman,36,Elementary School,Don't know,Yes,2,Strongly Agree,No,Strongly Agree,Strongly disagree
R_QgH7HTghJNh5AOZ,Woman,21,Elementary School,Permanent,Yes,18,Strongly Agree,No,Somewhat agree,Strongly disagree
R_26bFEgTb02Z5nCq,Woman,21,High School,Permanent,Yes,18,Somewhat agree,No,Somewhat agree,Neither agree nor disagree
R_RWeuX6i2c84hUAx,Woman,35,Middle School,Permanent,No,3,Somewhat disagree,No,Strongly Agree,Strongly disagree
R_20P7NSUokCN5Nbc,Woman,32,Middle School,Don't know,Yes,1,Somewhat agree,No,Somewhat agree,Strongly disagree
R_2fBVVDB3FGVQrRy,Woman,18,High School,Temporary,Yes,3,Somewhat agree,No,Strongly Agree,Strongly disagree
R_3G6xu5VajZh0u0I,Woman,28,Middle School,Temporary,Yes,12,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1pYYh1pFqYbuZia,Woman,31,Middle School,Permanent,Yes,6,Strongly Agree,No,Somewhat disagree,Strongly disagree
R_3GybpUPeiXq7Qpb,Woman,43,Elementary School,Permanent,Yes,5,Strongly Agree,No,Agree nor disagree,Strongly disagree
R_2v6Xudf5B44yai1,Woman,30,Middle School,Temporary,No,11,Somewhat agree,No,Agree nor disagree,Strongly disagree
R_3qD3416RJWhYAZV,Woman,58,No school,Permanent,Yes,17,Strongly Agree,No,Somewhat agree,Strongly disagree
R_12gsBiZcau56Ffh,Woman,46,Elementary School,Don't know,Yes,24,Strongly Agree,No,Strongly Agree,Strongly disagree
R_115f1rormOSLRyZ,Woman,19,High School,Temporary,No,6,Somewhat agree,No,Strongly Agree,Strongly disagree
R_1hTmKKZoh2glvnQ,Woman,20,Middle School,Permanent,Yes,10,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1f3eixW1FiAn6h1,Woman,34,Middle School,Permanent,Yes,6,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3D0IGrmuiGD9Oyl,Woman,43,Middle School,Temporary,Yes,1,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3J8foeXvxjw10mf,Woman,38,Elementary School,Permanent,No,24,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2azxJhwo2i5oUxl,Woman,37,Middle School,Permanent,Yes,23,Somewhat agree,No,Strongly Agree,Strongly disagree
R_3Eh8WuA0a0qDz7O,Woman,27,High School,Temporary,Yes,9,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1LOkyzQCUhhB4KG,Man,48,Elementary School,Don't know,Yes,0,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2Uiwy6M5LrCLMCg,Man,50,Elementary School,Permanent,Yes,84,Somewhat agree,No,Strongly Agree,Strongly disagree
R_332QYjVzBylMy8c,Man,53,Elementary School,Permanent,Yes,168,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1jU0e2zX2aOzH7h,Man,23,High School,Permanent,Yes,5,Strongly Agree,No,Strongly Agree,Strongly disagree
R_27jOkl7K4JiooUb,Woman,26,High School,Permanent,Yes,8,Strongly Agree,No,Somewhat disagree,Somewhat disagree
R_XIi3cPxcmaVAAKd,Man,40,No school,Permanent,Yes,48,Strongly Agree,No,Strongly Agree,Strongly disagree
R_Owc2Ttu8EqicmU9,Woman,49,Elementary School,Temporary,No,1,Somewhat agree,No,Refused,Strongly disagree
R_DkOxPfHt5iESXlv,Man,26,High School,Permanent,Yes,48,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1ghH1UpBy9EatAR,Man,18,Middle School,Temporary,Yes,1,Somewhat agree,No,Somewhat agree,Somewhat disagree
R_1GDJ4ygyqbc80mX,Man,28,Middle School,Don't know,Yes,3,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2D2295iCHwawW4o,Man,38,Elementary School,Permanent,Yes,15,Somewhat disagree,No,Somewhat disagree,Somewhat disagree
R_2sRucfkPlYn19YJ,Man,48,Middle School,Permanent,Yes,33,Somewhat agree,No,Strongly disagree,Strongly Agree
R_PA24ZxPDkdxYUDf,Man,32,Elementary School,Temporary,Yes,1,Somewhat disagree,No,Strongly Agree,Strongly disagree
R_2QuL9DUS5TdAj7N,Woman,20,Middle School,Temporary,Yes,12,Strongly Agree,No,Somewhat disagree,Strongly Agree
R_27ClwSQ2HZbVVsw,Man,47,Middle School,Permanent,Yes,48,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1ImFPmQJHFavojy,Man,46,No school,Don't know,Yes,0,Strongly Agree,No,Strongly Agree,Strongly disagree
R_OQm55SZQN9sGgrn,Man,32,Middle School,Permanent,Yes,32,Strongly Agree,No,Agree nor disagree,Somewhat agree
R_2sdajSD9uyslvWG,Man,33,Elementary School,Permanent,Yes,24,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2WJdh15IAUmzJQL,Man,28,High School,Permanent,Yes,12,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1dgWSGz9CwVxgRl,Man,37,Elementary School,Permanent,Yes,6,Strongly Agree,Yes,Somewhat agree,Strongly disagree
R_STq4HDTfF5jHIZ3,Woman,26,Middle School,Temporary,Yes,1,Strongly Agree,No,Strongly Agree,Strongly disagree
R_efjnKuHgYMNYcp3,Woman,18,High School,Don't know,Yes,3,Strongly Agree,No,Somewhat disagree,Strongly disagree
R_CjhzuifE1QXALXr,Man,18,Middle School,Permanent,Yes,1,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2Va788lx0IfXoBQ,Man,44,Middle School,Don't know,Yes,0,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2upL9U7Wk3O7jFa,Man,20,High School,Permanent,Yes,20,Somewhat agree,No,Agree nor disagree,Strongly disagree
R_3rNIbJeUUMq3ipn,Man,30,High School,Permanent,Yes,1,Somewhat agree,No,Strongly Agree,Strongly disagree
R_2e9Z4lKvkwA06aZ,Woman,21,High School,Permanent,Yes,11,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2DLIFkmWq9ZQOMu,Man,22,High School,Temporary,Yes,1,Strongly Agree,No,Strongly Agree,Strongly disagree
R_PwxhhNTgjDCevlf,Man,20,High School,Permanent,Yes,0,Agree nor disagree,No,Somewhat agree,Strongly disagree
R_2dDPscNCz5VHSGl,Man,36,High School,Permanent,Yes,0,Somewhat disagree,No,Strongly Agree,Strongly disagree
R_2pQYk8C70hoOblN,Man,28,No school,Temporary,Yes,1,Somewhat agree,No,Strongly Agree,Strongly disagree
R_3PNukeaYJXcvA7b,Woman,47,No school,Permanent,No,3,Strongly Agree,Yes,Strongly Agree,Strongly disagree
R_1dshIF99WJVMWAm,Woman,42,Middle School,Permanent,Yes,9,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1fgaplHfHA19CTw,Man,22,High School,Permanent,Yes,24,Strongly Agree,No,Strongly Agree,Strongly disagree
R_OO2lBc61hMo0BaN,Woman,23,Middle School,Permanent,Yes,60,Strongly Agree,Yes,Strongly Agree,Strongly disagree
R_3gNqcQ2vqWfFQIt,Man,20,High School,Permanent,Yes,12,Strongly Agree,No,Strongly Agree,Strongly disagree
R_339iLIhS6nR1osv,Woman,30,Middle School,Permanent,Yes,36,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2YM6BkrOHEDy02v,Woman,23,Middle School,Permanent,Yes,36,Strongly Agree,No,Agree nor disagree,Strongly disagree
R_3ixof4sfUGB8pcM,Man,19,High School,Temporary,Yes,10,Strongly Agree,No,Somewhat disagree,Strongly disagree
R_r0EezAbPoZmRy9z,Woman,20,Middle School,Permanent,Yes,14,Strongly Agree,No,Agree nor disagree,Strongly disagree
R_2y1HuPTKvXnj4Xx,Woman,41,Elementary School,Permanent,Yes,84,Agree nor disagree,No,Strongly Agree,Strongly disagree
R_2Y5mWF6fGEqO9Hd,Woman,42,Middle School,Temporary,Yes,10,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2vew0GIjOkv5jnp,Woman,48,Elementary School,Permanent,Yes,36,Agree nor disagree,No,Somewhat agree,Strongly disagree
R_ysVfoOWUlwkbpIZ,Woman,51,Elementary School,Permanent,Yes,11,Somewhat agree,Yes,Somewhat agree,Strongly disagree
R_2BeTHyKGEWtcOwA,Man,42,Elementary School,Permanent,Yes,84,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3Ge8Ui8wJhaW0gt,Woman,23,Middle School,Permanent,Yes,36,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1FnfVT6viXcvwHU,Man,30,Elementary School,Permanent,Yes,96,Somewhat disagree,Yes,Strongly Agree,Strongly disagree
R_cYNw0Nc4hHFCfwR,Man,48,Middle School,Temporary,Don't know,48,Strongly Agree,No,Strongly Agree,Strongly disagree
R_02J4Qa0ZiozyNDr,Woman,25,Elementary School,Permanent,Yes,7,Strongly Agree,No,Strongly Agree,Strongly disagree
R_yOYiFG6BrnDbU0p,Woman,42,Middle School,Permanent,Yes,32,Strongly Agree,No,Somewhat agree,Strongly disagree
R_2pKPEjGBQIdaEz8,Woman,48,Elementary School,Permanent,Yes,30,Strongly Agree,No,Strongly Agree,Strongly disagree
R_AvRuC2fWGJYab85,Man,27,Elementary School,Permanent,Yes,30,Somewhat agree,No,Strongly Agree,Somewhat disagree
R_2BeOUMwYKmahsaf,Woman,43,Elementary School,Permanent,Yes,27,Strongly Agree,No,Strongly disagree,Somewhat agree
R_w7ALEPJuTLTVj6F,Woman,20,Middle School,Permanent,Yes,11,Strongly Agree,No,Strongly Agree,Strongly disagree
R_296x0bDVSQNOqsM,Man,57,No school,Permanent,Don't know,36,Strongly Agree,No,Agree nor disagree,Somewhat disagree
R_sSz45ABNwRQr6NP,Woman,49,Elementary School,Temporary,No,24,Somewhat agree,No,Strongly disagree,Strongly disagree
R_3sywAVbaezWrYQh,Man,27,Middle School,Permanent,Yes,108,Strongly Agree,No,Agree nor disagree,Strongly disagree
R_qKsnll5BtN5X1uh,Man,30,High School,Permanent,Yes,11,Strongly Agree,Yes,Strongly Agree,Strongly disagree
R_3MhrOTrWm7dncN6,Woman,30,Middle School,Permanent,Yes,13,Somewhat disagree,Yes,Somewhat agree,Refused
R_1gja8EoHIHbLMyl,Woman,36,No school,Permanent,No,36,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3EsRsvdypkN6GP9,Man,32,Middle School,Permanent,Yes,54,Somewhat agree,No,Somewhat agree,Strongly disagree
R_DUFvzS05Yan7tHr,Woman,26,Middle School,Permanent,Yes,1,Strongly Agree,No,Strongly Agree,Strongly Agree
R_30pInV0auV5nE5e,Woman,22,Elementary School,Permanent,Don't know,1,Somewhat agree,No,Somewhat agree,Strongly disagree
R_DJ3eEmX3PEubsKl,Woman,38,Elementary School,Temporary,Yes,1,Strongly Agree,No,Strongly Agree,Strongly disagree
R_3CIoXQQokZ59uyr,Man,20,Middle School,Permanent,Yes,27,Strongly Agree,No,Strongly Agree,Strongly disagree
R_22MrHzeHTyfbV9h,Woman,34,Middle School,Don't know,Yes,1,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1cRLfjRbx7BdGFj,Woman,42,Elementary School,Temporary,Don't know,4,Agree nor disagree,No,Strongly disagree,Strongly disagree
R_1E9VbarD1dUI2hb,Woman,41,Middle School,Temporary,Yes,1,Strongly Agree,No,Strongly Agree,Strongly disagree
R_1P6o18JuMQ5hxyD,Woman,37,Middle School,Temporary,Yes,1,Strongly Agree,No,Strongly Agree,Strongly disagree
R_31adNvwgNtKKE1E,Man,20,Middle School,Permanent,Yes,4,Strongly Agree,No,Strongly Agree,Strongly disagree
R_2y6ZP3S5ooq2QYO,Man,23,Middle School,Temporary,Yes,6,Strongly Agree,No,Strongly disagree,Strongly disagree
R_TbJSBGD8iAvNsiZ,Man,28,No school,Permanent,No,48,Strongly Agree,No,Somewhat disagree,Strongly disagree
R_12f0LGprB0WYUMm,Woman,24,Elementary School,Permanent,Yes,0,Strongly Agree,No,Strongly disagree,Strongly disagree
R_1nPlY8rbEPWHXYF,Woman,19,Middle School,Temporary,Yes,0,Strongly Agree,No,Strongly Agree,Strongly disagree
R_qR9JGASKBkOKJGx,Woman,25,Middle School,Permanent,Yes,12,Somewhat agree,No,Somewhat disagree,Strongly disagree
