Response_ID,gender_core,age_core,education_level_core,worker_type_core,understand_contract,entity_tenure_total_months,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,safety_core,accident_last_year,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,management_complaint_treatment_core,leadership_feedback_core,factory_recommend_tf_score
R_3n7ubdxcWD7vgrE,Woman,48,Middle School,Permanent,Yes,108,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_OpumDzElWwN0WqJ,Man,29,Middle School,Permanent,Don't know,108,Somewhat Satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_V3daSLPLjM9dQpH,Man,45,No school,Permanent,Yes,264,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_2vcrwC4IwJhPFG7,Woman,20,Middle School,Permanent,Yes,22,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,Yes,No,1
R_bEjp1CdDeh1hIyt,Woman,27,High School,Temporary,Yes,1,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Don't know,Strongly disagree,No,Yes,1
R_2Qxph33yoLpee1P,Man,30,College degree or higher,Permanent,Don't know,3,Somewhat Satisfied,Yes,No,Very good,Somewhat agree,No,Somewhat agree,Yes,Strongly disagree,Yes,No,1
R_RrgaKT0qKp924al,Man,35,High School,Permanent,Yes,108,Somewhat Satisfied,Yes,Don't know,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1jCy5Rtn85qZ7xK,Man,43,High School,Permanent,Don't know,173,Very satisfied,Yes,Yes,Very good,Somewhat agree,No,Strongly Agree,Yes,Somewhat disagree,"Maybe, depending on the topic",Yes,1
R_Z2CTW57af4ydjln,Woman,39,High School,Permanent,Yes,1,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_enzzzSl7wlZ4cvL,Woman,38,Elementary School,Permanent,Yes,264,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_eFMo6oEQBe1k5a1,Woman,32,College degree or higher,Temporary,No,1,Neither satisfied nor dissatisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_A1aRvK56tORq0Jb,Man,31,Middle School,Permanent,Don't know,153,Somewhat Satisfied,Don't know,No,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Somewhat agree,No,Yes,1
R_1jkdeZ8ezPoYAUj,Man,38,Elementary School,Permanent,Yes,180,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_3MuNEaJPG1XsZHB,Woman,32,Middle School,Permanent,Yes,132,Very satisfied,Yes,Yes,Very good,Somewhat disagree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_ANDIELeaH8WqUx3,Woman,24,Middle School,Temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3JhivjrRuZ2VXzd,Woman,31,Middle School,Permanent,Yes,156,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_3FQdHnfrynLDciW,Man,30,Middle School,Permanent,Yes,120,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Somewhat disagree,No,Somewhat disagree,Yes,Strongly Agree,Yes,Yes,1
R_3L6Zo3S5uSbBoMo,Man,34,Elementary School,Permanent,Don't know,156,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Somewhat agree,No,Agree nor disagree,Yes,Strongly disagree,Yes,No,1
R_3iXdsKun0iDMg0l,Woman,20,High School,Temporary,Don't know,3,Very satisfied,Don't know,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2tffNpEAoh4FChg,Man,46,Middle School,Permanent,Yes,204,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_8Io1Uk8OD4qOX97,Woman,32,High School,Temporary,Yes,1,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_a9jJRj3qwegwzYt,Woman,55,Elementary School,Permanent,Yes,252,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Somewhat agree,No,No,1
R_1OJLFKzM5ESur7z,Woman,19,High School,Temporary,Yes,3,Somewhat Satisfied,Don't know,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_1j8KRsSKNkBha0E,Woman,23,High School,Temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_ezzrMjFvlUi8YZr,Man,24,College degree or higher,Permanent,Yes,53,Very satisfied,Yes,Yes,Very good,Somewhat disagree,Yes,Strongly Agree,Yes,Somewhat disagree,"Maybe, depending on the topic",No,1
R_1DG54AlrBjlgctE,Woman,57,Middle School,Permanent,Yes,252,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,"Maybe, depending on the topic",No,1
R_CaduQXA7Vwo6sF3,Man,33,Middle School,Permanent,Yes,8,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_2uprVkrLnuokqXx,Man,34,High School,Permanent,Yes,72,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_25ZvQwNAMrYkhvw,Man,25,Middle School,Permanent,Yes,60,Somewhat Satisfied,Yes,Don't know,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_1ABhL4aHXs8m1EJ,Man,23,High School,Permanent,Yes,48,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_3KvUiA8wFndKqaQ,Man,24,High School,Permanent,Yes,12,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_0jOOTw89FSWeZGx,Man,43,Middle School,Permanent,Don't know,60,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_AoE9af6wpPWBPdD,Man,37,Elementary School,Permanent,Yes,84,Somewhat dissatisfied,Don't know,No,Somewhat good,Somewhat agree,No,Somewhat agree,Don't know,Strongly Agree,Don't know,Yes,1
R_2bKBGg5ik2mWRhL,Man,29,Middle School,Permanent,Yes,103,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,Don't know,No,1
R_6xtLVEbSJFkUV3P,Man,35,Middle School,Permanent,Don't know,109,Somewhat Satisfied,No,No,Neither good or bad,Strongly Agree,No,Somewhat disagree,Yes,Somewhat agree,No,Yes,1
R_p4QiCQA3TC7OjAd,Man,31,Middle School,Permanent,Yes,96,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3HUrgeUoRxZLfoP,Man,36,Elementary School,Permanent,Yes,16,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_3L7ib9ynBLbl5jW,Man,28,High School,Permanent,Yes,108,Very satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_1HoxxJdwdGgVgdh,Man,46,College degree or higher,Permanent,Don't know,43,Very satisfied,Don't know,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_C2NY25v4ADQ3MXv,Man,39,Middle School,Permanent,Yes,240,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_a4f88nPDHC7wMYV,Man,47,Middle School,Permanent,Yes,48,Very satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,Yes,No,1
R_2cvVn8FvD337QMk,Man,37,Elementary School,Permanent,Yes,96,Somewhat dissatisfied,No,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,No,No,1
R_3MSReZvnTmQLpPc,Man,29,Middle School,Permanent,Yes,96,Somewhat Satisfied,No,No,Very good,Somewhat agree,No,Somewhat agree,Don't know,Strongly disagree,No,No,1
R_Y3LZLtzkTHMMIAF,Man,24,High School,Permanent,Yes,36,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_1qeoy97mSRxJLSt,Man,25,Middle School,Temporary,Don't know,1,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,"Maybe, depending on the topic",No,1
R_1ODYEeOl5QLe20o,Man,32,Elementary School,Permanent,Yes,87,Neither satisfied nor dissatisfied,No,Yes,Somewhat bad,Agree nor disagree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,0
R_2zV1v2c4itio04A,Man,25,High School,Permanent,Yes,72,Neither satisfied nor dissatisfied,Yes,Don't know,Somewhat good,Somewhat disagree,No,Somewhat disagree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_1KVOYHRFIbF82oF,Man,27,Middle School,Temporary,Don't know,1,Somewhat Satisfied,Don't know,No,Somewhat good,Strongly Agree,No,Somewhat agree,Don't know,Strongly disagree,Don't know,No,1
R_2wiO32tLHurmJdQ,Man,24,High School,Permanent,Don't know,53,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3HNR4xf3LaZAWW2,Man,28,Middle School,Permanent,Yes,60,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,Yes,No,1
R_3prLnTcFn3mldSO,Man,29,College degree or higher,Permanent,Yes,1,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_9EL62SOvLL7m0OR,Man,51,Elementary School,Permanent,Yes,216,Somewhat Satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_3nDcAEBEF5XUpIj,Man,31,High School,Permanent,Yes,96,Somewhat Satisfied,Don't know,Don't know,Very good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,Yes,No,1
R_3HXnk5v1XE1xru9,Man,27,Middle School,Temporary,Yes,4,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Somewhat disagree,"Maybe, depending on the topic",No,1
R_2949aNdOxDEXiI1,Man,41,Elementary School,Permanent,Yes,168,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Strongly Agree,No,Somewhat disagree,Yes,Strongly Agree,"Maybe, depending on the topic",No,1
R_2SGHJQWjkB2jV6N,Man,49,Middle School,Permanent,Yes,216,Neither satisfied nor dissatisfied,Don't know,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,No,Yes,1
R_1mwrX4th0QT6hv4,Man,19,Middle School,Temporary,Yes,4,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Somewhat agree,Yes,No,1
R_27xPXblG6U6GWnx,Man,23,High School,Temporary,Yes,24,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3qxRVWBhtV0ftkh,Man,36,Middle School,Permanent,Yes,120,Somewhat Satisfied,Don't know,No,Neither good or bad,Agree nor disagree,No,Agree nor disagree,Yes,Somewhat disagree,"Maybe, depending on the topic",Yes,1
R_1Inm8NaDxnkV250,Man,19,Middle School,Permanent,Don't know,3,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1ODNeCRK1hpHzhg,Man,44,High School,Permanent,Yes,5,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_3G3M0s6oecpxjyP,Man,35,Elementary School,Permanent,Yes,1,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_2zpZRljXvoEDxJf,Man,32,Elementary School,Temporary,Yes,2,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1FmjJk3negEpqZI,Man,32,College degree or higher,Permanent,Yes,21,Very satisfied,Yes,No,Very good,Somewhat agree,No,Strongly Agree,Don't know,Strongly disagree,Yes,No,1
R_3Pp0DyXVm7E00bP,Man,29,Elementary School,Temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_yHAH0YQ0v3cyZmp,Man,24,High School,Permanent,Yes,60,Somewhat Satisfied,No,Yes,Somewhat good,Strongly Agree,No,Strongly disagree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_1qWGc3BwjfHzHV7,Man,36,Elementary School,Permanent,Yes,228,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3ISJuh012IMcicc,Man,37,Elementary School,Permanent,No,204,Neither satisfied nor dissatisfied,No,No,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Strongly disagree,No,No,1
R_6tWE1P2aa8LqcUh,Woman,29,College degree or higher,Permanent,Yes,125,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_27dQ0jMuh9WpkgQ,Man,44,Middle School,Permanent,Don't know,60,Somewhat Satisfied,No,Yes,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly Agree,No,Yes,1
R_2cd8jCHtI9Pv7le,Woman,28,High School,Permanent,Don't know,24,Very satisfied,Yes,No,Very good,Strongly Agree,No,Somewhat disagree,Yes,Strongly disagree,Yes,Yes,1
R_1EjvyTLF943rY79,Woman,43,Middle School,Temporary,Don't know,4,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Don't know,Strongly disagree,"Maybe, depending on the topic",No,1
R_6YFXzk0KH3w74xX,Woman,22,High School,Temporary,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3JDbboix5pcgOBW,Man,49,Middle School,Permanent,Yes,125,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Strongly Agree,Yes,Strongly Agree,Yes,Strongly Agree,Don't know,Yes,1
R_3hs6IMBH9PwBK7l,Woman,41,High School,Permanent,Yes,96,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2WZ6B1hej4Kq3rj,Woman,37,Middle School,Temporary,Yes,1,Somewhat Satisfied,Don't know,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,Yes,1
R_Ab8QubjkbwObLtD,Woman,29,Middle School,Permanent,Yes,60,Neither satisfied nor dissatisfied,Don't know,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_24pETBAD0Wb6L3C,Man,28,High School,Permanent,No,108,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Somewhat agree,"Maybe, depending on the topic",No,1
R_2dQKdIAr9pNpMPo,Man,39,Middle School,Permanent,Yes,120,Somewhat Satisfied,No,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_1P5E3AKtTHTnLDH,Man,26,Elementary School,Permanent,Don't know,96,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Somewhat disagree,Yes,Strongly disagree,Yes,No,1
R_3oZqwGkxLqFJiZd,Woman,26,Elementary School,Don't know,No,1,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_1NrDfg3GLnu0fHn,Woman,27,Middle School,Permanent,Yes,12,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1kHNahTV5376ndp,Man,32,High School,Permanent,Yes,138,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_2EtQgOVXCotJ1zr,Woman,24,Middle School,Temporary,Yes,1,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_pxR1SxODjnhj625,Man,38,Middle School,Permanent,Yes,60,Somewhat dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,Agree nor disagree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_1ia2xceH7EjnKEj,Woman,35,Middle School,Permanent,Yes,180,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_32UTLRh9SYoeks7,Man,38,Middle School,Permanent,Yes,63,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_3ffqWEKfsjH9shJ,Man,22,High School,Permanent,Yes,48,Somewhat Satisfied,Don't know,No,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Strongly Agree,"Maybe, depending on the topic",Yes,0
R_27KgH8Bo6Iw2r40,Woman,23,High School,Permanent,Yes,2,Very satisfied,Don't know,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_32JxJC4bnIVgNGV,Man,24,High School,Permanent,Yes,60,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",Yes,1
R_9AGmxYniaPoy7jH,Woman,39,High School,Permanent,Yes,84,Very satisfied,Yes,No,Somewhat good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_3fvilek8ppFOSfB,Woman,31,Elementary School,Don't know,No,1,Very satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_BA1BfLiSxfOSEJr,Man,42,Middle School,Permanent,Yes,60,Somewhat Satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,"Maybe, depending on the topic",Yes,1
R_TtIwVZKdz3sjugh,Man,30,High School,Permanent,Don't know,42,Somewhat dissatisfied,Yes,No,Very good,Strongly Agree,No,Somewhat agree,Don't know,Strongly disagree,"Maybe, depending on the topic",No,1
R_3gTm8b8WO5VjxdR,Woman,36,High School,Temporary,Yes,5,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_3npYzxRweO5Jjp3,Man,20,Elementary School,Temporary,Yes,1,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1dpoO3NPJBdLxsc,Man,47,Elementary School,Permanent,Don't know,96,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_2VjWXQy6ptEyXTL,Man,37,Middle School,Permanent,Yes,124,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,Yes,1
R_W3bBELpUFjFIvRf,Man,37,Middle School,Permanent,Yes,222,Very satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Don't know,Somewhat agree,"Maybe, depending on the topic",Yes,1
R_28IqSqVdKtL6Jb7,Man,36,Elementary School,Permanent,Yes,216,Somewhat Satisfied,Don't know,Yes,Neither good or bad,Agree nor disagree,No,Strongly Agree,Yes,Somewhat disagree,"Maybe, depending on the topic",Yes,1
R_Wx1t2UyXs3ODepz,Man,30,College degree or higher,Permanent,Yes,53,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_2VCjNDAKhU5S1iZ,Man,32,High School,Temporary,Yes,4,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,No,Yes,1
R_1IG9Z1sHXaawoUD,Man,46,Middle School,Permanent,Yes,156,Neither satisfied nor dissatisfied,Yes,No,Very good,Agree nor disagree,No,Strongly Agree,Yes,Somewhat agree,"Maybe, depending on the topic",No,1
R_1FfA2PpNHqIlxea,Man,52,Elementary School,Permanent,Yes,276,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_OP52Y2UcE8PFspb,Man,32,High School,Permanent,Yes,166,Very satisfied,No,No,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Somewhat agree,Yes,No,1
R_1dtvUIdmjNcv6Fn,Woman,26,High School,Permanent,Yes,60,Somewhat Satisfied,Don't know,Yes,Neither good or bad,Agree nor disagree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_10TQqBGC5tzYGL7,Woman,24,College degree or higher,Permanent,Yes,10,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_1LjleFSocCOSrxW,Man,33,High School,Permanent,Yes,156,Somewhat Satisfied,Yes,Yes,Somewhat good,Agree nor disagree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2CqOm0Id1lIcPJq,Woman,45,No school,Permanent,Yes,24,Very satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Don't know,Strongly disagree,No,No,0
R_AjMliLbPUzF9OCd,Man,45,Middle School,Permanent,Yes,78,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1JPi0AWZBZfRHam,Man,43,Middle School,Permanent,Yes,72,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_ZsmxwCGAZmJIy89,Man,45,Middle School,Permanent,Yes,42,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_bJw9D6jkTDtE9AB,Woman,39,Middle School,Temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1gGhS1PU6BGcOoE,Man,26,High School,Permanent,Yes,72,Somewhat Satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3OfzEOrJkcb2Hwe,Man,45,Elementary School,Permanent,Yes,126,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_D6QDJErwRHl0mwF,Woman,30,Middle School,Permanent,Yes,18,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3n1bhiyedZdwiGd,Man,21,Middle School,Temporary,Don't know,2,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,Yes,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_viBArDD3yQD3B8l,Man,23,High School,Permanent,Yes,5,Very satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Somewhat agree,Don't know,Strongly disagree,Don't know,No,1
R_2VeHTrjq44NFg4L,Man,42,Elementary School,Permanent,Yes,288,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_xAGaEg5SYYf7yzT,Man,49,No school,Permanent,Yes,132,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_3fuWiiYJXZJLJ0A,Man,28,Middle School,Temporary,No,3,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,Yes,No,1
R_12AqbVt3G2PvXnV,Man,25,High School,Permanent,Yes,60,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2rYMre2b9Ef6Xg0,Man,23,High School,Permanent,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2CJmUR6bHckOSVS,Man,24,Middle School,Permanent,Yes,4,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1LTnZIURAD8zNzD,Woman,23,High School,Temporary,Don't know,3,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Agree nor disagree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_1gMavw5Dbiq3hVK,Man,28,Middle School,Permanent,Yes,3,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_2VItL5pswfhAXvw,Man,39,Middle School,Permanent,Don't know,144,Very dissatisfied,No,No,Somewhat bad,Strongly disagree,No,Strongly disagree,Don't know,Somewhat disagree,No,Yes,0
R_3D5ss30UQNdrODp,Man,25,Middle School,Temporary,Yes,2,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_2az7Eq3s0Y8vLJ5,Woman,39,High School,Temporary,Yes,3,Somewhat Satisfied,Yes,No,Very good,Strongly Agree,Yes,Strongly Agree,No,Strongly disagree,Yes,No,1
R_2hLLd0ZLMogAh3j,Man,19,High School,Temporary,Yes,4,Somewhat Satisfied,Don't know,Yes,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Strongly disagree,Don't know,Yes,1
R_b1HQD7I57Dvp9It,Man,19,Middle School,Permanent,Yes,4,Very satisfied,Yes,Yes,Very good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2X6Xi71zNwoJ7bx,Man,23,High School,Temporary,Yes,5,Somewhat Satisfied,Yes,Don't know,Somewhat good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_3p9z6QIeNLzC2Hv,Woman,36,Elementary School,Permanent,Yes,3,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
