Response_ID,gender_core,age_core,education_level_core,worker_type_core,understand_contract,entity_tenure_total_months,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,safety_core,accident_last_year,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,management_complaint_treatment_core,leadership_feedback_core,factory_recommend_tf_score
R_XHXFgLHp3N3CufT,Woman,29,Middle School,Temporary,Yes,3,Very satisfied,Don't know,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,"Maybe, depending on the topic",No,1
R_1pYDLwilTWJYWT9,Man,20,Middle School,Temporary,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3qlfvEqYg686r1X,Man,18,Middle School,Permanent,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1HcmCVtmJXPpuue,Man,24,Elementary School,Temporary,No,1,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_PMBbpDHT6KKKiLn,Woman,22,High School,Permanent,Yes,6,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_3PowejGVHiY31XR,Woman,18,High School,Don't know,Yes,0,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_riJU9kfwUHHb8dP,Man,26,High School,Permanent,Yes,84,Somewhat Satisfied,Yes,Don't know,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_2QlVKQPgQAqx2Jk,Woman,49,Elementary School,Permanent,Yes,3,Very satisfied,Yes,No,Very good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,Yes,No,1
R_3iHXzDwHP7YFoTJ,Man,50,Elementary School,Permanent,Yes,156,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,0
R_6JeMR3WKdGgbsCB,Man,20,Middle School,Temporary,Yes,2,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_PTXijxdALzvyfVD,Man,47,Elementary School,Permanent,Yes,132,Very satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_3nAYCXT1jPhYNA2,Woman,28,High School,Permanent,Yes,12,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3qUxhOjkd6oQPMk,Woman,19,High School,Temporary,Yes,5,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Don't know,Strongly disagree,Yes,Yes,1
R_rigFg3luKUQxI09,Man,22,Middle School,Temporary,Yes,4,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3kiW6zFmwiJJPBn,Man,25,High School,Temporary,Yes,4,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Somewhat disagree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_6WfviiqDoeUlNp7,Man,44,Elementary School,Temporary,Yes,4,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_56AGAsroVlrhCBr,Man,26,Middle School,Temporary,Yes,5,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1JVlBgx9enS1qyf,Man,43,Middle School,Temporary,Yes,6,Somewhat Satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,No,No,1
R_3soixCrWldvVblF,Woman,29,Elementary School,Temporary,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_x2QhU2ZuGbeNfMt,Woman,20,High School,Temporary,Yes,4,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_RV2nl537eF2K3QZ,Woman,34,High School,Permanent,Yes,96,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2l4JuL1srNKP9L3,Man,36,Middle School,Permanent,Yes,84,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_2VjOqmrqal5Kw3w,Man,32,Middle School,Permanent,Yes,150,Somewhat Satisfied,Don't know,Yes,Neither good or bad,Strongly Agree,No,Somewhat agree,Don't know,Strongly disagree,Yes,Yes,1
R_9FUVws0FxLAlWkV,Woman,27,High School,Temporary,Yes,8,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2ZEwDIcPysdJeca,Man,22,High School,Permanent,Yes,12,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_24l1ZZkhhWz8TbI,Woman,28,Middle School,Temporary,Yes,6,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1LTYPuZQ7vBcLpl,Woman,30,Elementary School,Permanent,Don't know,24,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_1lymdqRfBtKTY1V,Man,43,High School,Permanent,Yes,96,Somewhat Satisfied,Yes,Don't know,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_246lEhJ35Vj56Gd,Woman,25,Middle School,Temporary,Yes,6,Somewhat Satisfied,Yes,Don't know,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_5pAfvWmrxgJZemZ,Woman,24,Middle School,Permanent,Yes,60,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1MMchSX5bLSdwZh,Man,43,Middle School,Permanent,Yes,138,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_0r2EIFZX7WhIfDj,Man,26,High School,Permanent,Yes,72,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3qXcHHwomStwXTP,Woman,29,High School,Temporary,Yes,4,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2CwaoBrNDqJCynm,Man,37,High School,Permanent,Yes,84,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Somewhat agree,"Maybe, depending on the topic",No,1
R_1gtC0c6Aj5NwtXI,Man,45,High School,Permanent,Yes,72,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3rNWQtPbXKiVy4S,Man,40,High School,Permanent,Yes,97,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1dnmVZEK6zMA9WA,Man,25,High School,Permanent,Yes,36,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_3D7p1ZoeoSfWyPH,Man,44,Middle School,Permanent,Yes,144,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2xFPnaGGLaV6m3E,Woman,28,High School,Permanent,No,92,Somewhat Satisfied,Don't know,Yes,Neither good or bad,Agree nor disagree,Yes,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1N1TEzsGTaJXkMK,Woman,51,Middle School,Permanent,Yes,60,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_vq0w3lQZ55q3kel,Man,23,High School,Temporary,Yes,6,Very satisfied,Yes,Don't know,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_sYA2afugaEa5XeF,Man,35,High School,Permanent,Yes,96,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_pfSw261fsDEa7Dj,Man,31,High School,Permanent,Yes,132,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3nxydnpYQajk9D3,Woman,34,High School,Permanent,Yes,72,Somewhat Satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Somewhat agree,Yes,Yes,1
R_3p4r5NX29rpNg5n,Man,30,Middle School,Permanent,Yes,132,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,"Maybe, depending on the topic",No,1
R_1j8MDivTQZH6zF6,Man,41,Middle School,Permanent,Yes,120,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3GCJME451cbgjUF,Man,37,Middle School,Permanent,Yes,60,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_2qkfkYfQYa3LUvU,Man,19,High School,Temporary,Yes,5,Somewhat Satisfied,No,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_1K7RKKDHPS6guZx,Man,36,Middle School,Permanent,Yes,102,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2ykLiwphr4OWZkS,Man,31,High School,Temporary,Yes,5,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Don't know,Strongly disagree,Yes,No,1
R_3HIxBWRq1P7VfNt,Man,30,Middle School,Permanent,Yes,96,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3knZfJJTs3dSGbc,Man,31,High School,Permanent,Yes,30,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_eaK2seecpr8AvYJ,Man,27,High School,Temporary,Yes,6,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_3p8ZgNiFn68D31p,Man,46,Middle School,Permanent,Yes,144,Very satisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1GEndQXoPivvFhq,Man,42,Middle School,Permanent,Yes,144,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1Dw01G3pPx3crmV,Man,29,Middle School,Permanent,Yes,120,Neither satisfied nor dissatisfied,Yes,Don't know,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1BSjQPI2SKynWvk,Man,23,Middle School,Permanent,Yes,9,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2CvvBO4VMynSVLT,Man,20,High School,Permanent,Yes,5,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1OCC8fYOCoEDnbY,Man,39,High School,Permanent,Yes,141,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Strongly disagree,No,No,1
R_SCewuau7XIeYUbD,Man,18,High School,Temporary,Yes,5,Very satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Strongly Agree,Yes,Neither agree nor disagree,"Maybe, depending on the topic",Yes,1
R_24M0zAprjRnJrz0,Man,31,College degree or higher,Permanent,Yes,72,Neither satisfied nor dissatisfied,No,No,Somewhat good,Strongly Agree,No,Strongly Agree,No,Somewhat agree,Yes,No,1
R_1ImaRJ15gv7JuHc,Man,29,College degree or higher,Temporary,Yes,7,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_3L6YYeEjwL10C63,Man,19,Middle School,Temporary,Yes,10,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_RFBncLZfgFVG7bb,Man,26,Middle School,Permanent,Yes,72,Very satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_210UXsHQ1UjKcXR,Man,27,Middle School,Permanent,Yes,72,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_2U5UtS3F77urKoq,Man,28,College degree or higher,Permanent,Yes,48,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_1JLaFxqpgC4imVF,Man,32,Elementary School,Temporary,Don't know,5,Very satisfied,Yes,No,Very good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly disagree,Don't know,No,1
R_plu9N0SqlraC9Jn,Man,37,Middle School,Permanent,Yes,6,Very satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Somewhat agree,Yes,No,1
R_nnHgVV19QjfGR34,Woman,50,Elementary School,Temporary,Yes,5,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,Yes,Somewhat agree,Yes,Somewhat agree,Yes,Yes,0
R_6S6he87fLxwsm90,Woman,39,Elementary School,Temporary,Yes,6,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Somewhat agree,No,Agree nor disagree,Yes,Somewhat agree,Refused,Refused,0
R_mmQgQL5pGp2K4m1,Woman,40,Elementary School,Temporary,Yes,6,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Somewhat agree,Yes,Somewhat agree,Refused,Yes,0
R_8Lu5uNrNiAKnteV,Woman,44,Elementary School,Permanent,Yes,6,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Somewhat agree,Yes,Somewhat agree,Refused,Refused,0
R_5QJmyVlHH0rCX2S,Refused,19,Elementary School,Temporary,Yes,6,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Somewhat agree,No,Somewhat agree,Yes,Somewhat agree,Refused,No,0
R_ahn3wdWBZ5MC7MM,Woman,32,Elementary School,Temporary,Yes,3,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Agree nor disagree,Yes,Somewhat agree,No,No,0
R_dQmCsWplLPj6Tso,Woman,25,Middle School,Temporary,Yes,5,Somewhat Satisfied,No,No,Neither good or bad,Somewhat agree,No,Somewhat disagree,Yes,Neither agree nor disagree,Yes,Yes,1
R_myytpu1fSQ3hWvA,Woman,31,Elementary School,Temporary,Yes,1,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Somewhat disagree,Yes,Somewhat agree,Refused,No,0
R_1D7ViereAj1TCDU,Woman,37,Elementary School,Temporary,Yes,1,Somewhat Satisfied,No,No,Neither good or bad,Somewhat agree,No,Somewhat agree,Yes,Somewhat agree,Refused,Refused,0
R_h5trvTZfGGT6FLJ,Woman,50,Middle School,Temporary,No,1,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Somewhat agree,Yes,Refused,0
R_ef11T3qzsKHRjnn,Woman,45,Middle School,Temporary,Yes,1,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Somewhat agree,Refused,Refused,0
R_4DLcPl7IWu4C06h,Woman,40,Elementary School,Temporary,No,1,Somewhat Satisfied,No,Yes,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Somewhat agree,Yes,Refused,1
R_fDCBNLVWphRwNB3,Woman,18,Elementary School,Permanent,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,Yes,No,1
R_ftBIgoey5fX5S4o,Woman,21,Elementary School,Temporary,Yes,3,Very satisfied,Yes,Yes,Neither good or bad,Agree nor disagree,No,Agree nor disagree,Yes,Strongly Agree,Yes,No,0
R_o1Xt8poHUQ9Snk4,Woman,24,Elementary School,Permanent,No,6,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Agree nor disagree,No,Strongly disagree,Yes,Somewhat disagree,Don't know,No,1
R_iQDNvkY7bMOeL6O,Woman,36,High School,Temporary,Yes,5,Very satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Strongly disagree,Yes,Somewhat disagree,No,Yes,1
R_gfgvmd2TyDWG8RN,Woman,39,Elementary School,Temporary,No,5,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Neither agree nor disagree,Yes,No,1
R_7wURBzdko1j7cUF,Woman,55,No school,Permanent,Don't know,4,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,0
R_fzTkT4kNcRbQ30T,Woman,35,Middle School,Temporary,Yes,12,Very satisfied,No,No,Neither good or bad,Strongly Agree,No,Strongly disagree,Yes,Strongly disagree,No,No,1
R_8XTVbmz1kX9ZI8l,Woman,24,High School,Temporary,No,2,Very satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_nB0HYG2G3T4JPTS,Woman,35,Elementary School,Temporary,No,1,Very satisfied,No,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,Yes,1
R_7ssXAYUrRaKcbO2,Woman,55,No school,Temporary,No,1,Very satisfied,No,No,Very good,Agree nor disagree,No,Agree nor disagree,Don't know,Somewhat disagree,Don't know,No,1
R_4wzfeKTsQe701Yh,Woman,25,Middle School,Temporary,Yes,12,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,0
R_bAPaQvgT6IUn90U,Woman,20,Middle School,Temporary,Don't know,13,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Agree nor disagree,No,Somewhat disagree,Yes,Neither agree nor disagree,Yes,No,0
R_l5GGbl4U14orYJj,Woman,27,High School,Permanent,Yes,24,Very satisfied,No,No,Neither good or bad,Strongly Agree,No,Strongly Agree,Don't know,Neither agree nor disagree,"Maybe, depending on the topic",No,0
R_iuWsuDNqrMv024W,Man,21,High School,Temporary,Yes,24,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,Agree nor disagree,Yes,Somewhat disagree,Yes,No,1
R_4xxIiqjMc1QXB7v,Man,27,Middle School,Temporary,Yes,1,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,Somewhat disagree,Yes,Strongly disagree,Yes,No,1
R_5X87c2hkaWuabRj,Man,20,High School,Temporary,Yes,5,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_bDEEpGXoo4VbowT,Man,27,Elementary School,Temporary,No,2,Somewhat dissatisfied,Yes,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly Agree,No,No,1
R_kNnKj5dMGrRvPVu,Man,23,High School,Temporary,No,1,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly disagree,Yes,Strongly disagree,Yes,No,1
R_mxhqcL34VXt7kT5,Man,24,College degree or higher,Temporary,Yes,2,Neither satisfied nor dissatisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_gag7b7R5ZBk4h2p,Man,23,No school,Temporary,Yes,4,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,Yes,No,1
R_eGP5VximMEuWBQm,Man,23,Middle School,Temporary,Yes,4,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_9gW3nwF0V5t1AVm,Man,27,No school,Temporary,Yes,6,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,Yes,No,1
R_leV5C2GpueGGHrr,Man,25,High School,Permanent,No,4,Very satisfied,Don't know,Don't know,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_3cYBX1VZZfoSApz,Woman,18,Middle School,Permanent,Yes,3,Somewhat Satisfied,No,No,Neither good or bad,Somewhat agree,Yes,Somewhat agree,Yes,Somewhat agree,Yes,Yes,1
R_gMlJLslxRetUsVd,Woman,28,Elementary School,Temporary,Yes,1,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Somewhat agree,Refused,Refused,1
R_iOQhxXpHSNV7fZ7,Woman,26,Middle School,Temporary,Yes,4,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,Somewhat agree,Yes,Somewhat agree,Refused,Refused,0
R_cKb0sGfrHTLBKFl,Woman,32,Middle School,Temporary,Yes,1,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,Somewhat agree,Yes,Somewhat agree,Refused,Refused,1
R_jhBVfOE4DrH1KCT,Man,30,High School,Temporary,Yes,10,Neither satisfied nor dissatisfied,No,No,Somewhat bad,Refused,Yes,Strongly disagree,Don't know,Neither agree nor disagree,No,No,1
R_2k3qoMGbWP7JZiw,Man,55,Middle School,Temporary,Yes,6,Somewhat Satisfied,No,No,Neither good or bad,Somewhat disagree,No,Strongly disagree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_jU9aTLcODJEIcS2,Man,18,Middle School,Temporary,Yes,12,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,Strongly disagree,Yes,Strongly Agree,Yes,No,1
R_bqR7HwXh6jYgMZQ,Man,18,High School,Permanent,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly disagree,Yes,Strongly Agree,Yes,No,1
R_b114YJ1TZx8FgCb,Man,22,No school,Temporary,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly Agree,Yes,Yes,1
R_9MduhrXVYuwzvcM,Man,22,No school,Temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly Agree,Yes,Strongly disagree,Yes,Strongly Agree,Yes,No,1
R_00wwPRsKwLIc35y,Man,20,No school,Temporary,No,1,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Agree nor disagree,Yes,Strongly Agree,Yes,Yes,1
R_6xRFWz4tVeZYiDd,Man,18,Middle School,Temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,Agree nor disagree,Yes,Strongly Agree,Yes,Yes,1
R_0Zo0ELYVBaaNcwg,Man,26,No school,Temporary,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly Agree,Yes,Strongly Agree,Yes,Strongly Agree,Yes,Yes,1
R_0OikpDIlyIavnlb,Man,63,Middle School,Temporary,No,1,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly disagree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_5uhsdv4nXuYC5bo,Man,24,High School,Permanent,Yes,5,Somewhat Satisfied,No,No,Very good,Strongly Agree,No,Somewhat agree,Yes,Neither agree nor disagree,"Maybe, depending on the topic",No,1
R_dMx2t7O5SRQwk2a,Man,27,Middle School,Permanent,Yes,2,Somewhat Satisfied,No,No,Very good,Strongly Agree,No,Strongly Agree,Yes,Somewhat disagree,"Maybe, depending on the topic",No,1
R_8fLd5JiFs3ZCiFa,Man,18,High School,Permanent,Yes,6,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,Strongly Agree,Yes,Strongly disagree,Yes,No,1
R_41Vv9OD70WDR5So,Man,49,No school,Temporary,Yes,1,Somewhat dissatisfied,No,No,Neither good or bad,Strongly Agree,No,Somewhat agree,Yes,Strongly Agree,No,No,1
R_bSvAUVXfwGRI1af,Man,27,High School,Temporary,Yes,1,Somewhat Satisfied,No,No,Neither good or bad,Strongly disagree,No,Strongly Agree,Yes,Strongly disagree,No,No,1
R_hwcimvIipP4CTRO,Man,23,High School,Temporary,Yes,6,Neither satisfied nor dissatisfied,No,No,Somewhat good,Somewhat agree,No,Strongly disagree,Yes,Strongly disagree,No,No,0
R_213XwFrhLjttPgU,Man,39,Middle School,Temporary,Yes,1,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Strongly Agree,No,Strongly Agree,Yes,Neither agree nor disagree,"Maybe, depending on the topic",No,1
R_fNqMrxBrcwaNdko,Man,20,Middle School,Temporary,No,3,Neither satisfied nor dissatisfied,Yes,No,Somewhat bad,Strongly Agree,No,Somewhat agree,Yes,Strongly disagree,"Maybe, depending on the topic",No,1
R_9Cy5wmvQTiDymdT,Man,25,Elementary School,Temporary,Yes,2,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Somewhat agree,No,Somewhat agree,Yes,Neither agree nor disagree,"Maybe, depending on the topic",No,1
R_5NNGdKMw2nE1H0z,Man,19,High School,Temporary,Yes,3,Somewhat Satisfied,Yes,No,Very bad,Strongly Agree,No,Somewhat disagree,Yes,Neither agree nor disagree,"Maybe, depending on the topic",No,1
R_gfvB4RhrSb9CHqL,Man,18,Middle School,Temporary,Yes,2,Neither satisfied nor dissatisfied,No,No,Somewhat bad,Somewhat agree,No,Somewhat agree,Yes,Neither agree nor disagree,"Maybe, depending on the topic",No,1
