worker_type_core,understand_contract,entity_tenure_total_months,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,safety_core,accident_last_year,injury_last_year,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,factory_recommend_tf_core
Temporary,Yes,11,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,96,Very satisfied,Yes,No,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,No,2,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Don't know,Strongly disagree,8
Permanent,No,24,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,96,Very satisfied,Yes,No,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,No,18,Very satisfied,Yes,No,Neither good or bad,Strongly Agree,No,,Somewhat agree,Yes,Strongly disagree,8
Permanent,Yes,66,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Somewhat disagree,10
Permanent,Yes,24,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Don't know,Yes,4,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,5,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Somewhat agree,Don't know,Strongly disagree,8
Permanent,Yes,12,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,,Somewhat agree,Don't know,Somewhat agree,10
Permanent,Yes,12,Very satisfied,Yes,No,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Temporary,Yes,4,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,14,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Somewhat disagree,9
Permanent,Yes,36,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Don't know,6,Somewhat Satisfied,No,Yes,Neither good or bad,Somewhat disagree,Yes,1 occasion,Strongly Agree,Yes,Strongly Agree,8
Permanent,Yes,24,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,6,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Somewhat disagree,9
Temporary,Don't know,4,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Somewhat disagree,9
Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Somewhat agree,6
Permanent,Yes,14,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,16,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,30,Very satisfied,Yes,No,Very good,Strongly Agree,No,,Somewhat agree,Yes,Strongly disagree,10
Permanent,Yes,6,Very satisfied,Yes,No,Somewhat good,Strongly Agree,Yes,1 occasion,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,4,Somewhat Satisfied,No,Yes,Somewhat good,Strongly Agree,No,,Somewhat agree,Yes,Somewhat disagree,8
Permanent,Yes,36,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Somewhat disagree,Yes,Strongly disagree,8
Permanent,Yes,4,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,120,Somewhat Satisfied,No,Yes,Neither good or bad,Strongly disagree,No,,Somewhat disagree,Yes,Strongly disagree,7
Permanent,Yes,48,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,132,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Temporary,Yes,20,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly Agree,Yes,Never sustained an injury while at this job,Strongly Agree,Yes,Strongly Agree,8
Permanent,Yes,36,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Temporary,Yes,12,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,108,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,132,Somewhat Satisfied,No,No,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,168,Very satisfied,Yes,No,Somewhat good,Strongly Agree,No,,Somewhat agree,Yes,Somewhat agree,8
Temporary,Yes,5,Very satisfied,Yes,Don't know,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,168,Very satisfied,Yes,No,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,36,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,60,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,84,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,36,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,48,Neither satisfied nor dissatisfied,No,Yes,Very good,Strongly Agree,No,,Somewhat agree,Yes,Somewhat agree,9
Permanent,Yes,132,Very satisfied,Don't know,Yes,Somewhat bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,60,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,48,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Somewhat agree,Yes,Strongly disagree,6
Permanent,Yes,144,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,168,Very satisfied,No,Yes,Neither good or bad,Somewhat disagree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,No,144,Very dissatisfied,No,Yes,Very bad,Somewhat disagree,No,,Somewhat disagree,No,Strongly disagree,5
Permanent,Yes,156,Somewhat Satisfied,No,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,36,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,122,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly disagree,Yes,1 occasion,Strongly disagree,Yes,Strongly Agree,8
Permanent,Yes,120,Somewhat Satisfied,Yes,No,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Temporary,Yes,7,Very satisfied,Yes,Don't know,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,108,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Don't know,122,Neither satisfied nor dissatisfied,No,Yes,Neither good or bad,Somewhat disagree,No,,Agree nor disagree,Yes,Somewhat agree,8
Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,96,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Strongly Agree,No,,Agree nor disagree,Yes,Somewhat disagree,8
Permanent,Yes,122,Very satisfied,Yes,No,Neither good or bad,Somewhat disagree,No,,Somewhat disagree,Yes,Strongly disagree,8
Permanent,No,16,Somewhat Satisfied,Don't know,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Neither agree nor disagree,8
Permanent,Don't know,96,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Somewhat agree,Yes,Strongly disagree,9
Permanent,Yes,48,Somewhat Satisfied,Don't know,Don't know,Somewhat good,Strongly Agree,No,,Strongly disagree,Yes,Strongly disagree,8
Temporary,Yes,6,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,60,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,No,122,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly disagree,No,,Strongly disagree,Don't know,Somewhat agree,4
Temporary,Yes,36,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,36,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Agree nor disagree,Yes,Somewhat agree,8
Temporary,Yes,7,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,48,Very dissatisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,36,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Temporary,Yes,48,Neither satisfied nor dissatisfied,Yes,Don't know,Neither good or bad,Agree nor disagree,No,,Strongly Agree,Yes,Neither agree nor disagree,10
Permanent,Yes,9,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,108,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,5
Temporary,Yes,7,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Strongly Agree,No,,Agree nor disagree,Yes,Strongly disagree,8
Permanent,Yes,15,Neither satisfied nor dissatisfied,Refused,Yes,Refused,Refused,No,,Strongly Agree,Don't know,Refused,8
Permanent,Yes,108,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Somewhat agree,10
Permanent,Yes,96,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,96,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Somewhat agree,Yes,Somewhat agree,7
Permanent,Don't know,24,Neither satisfied nor dissatisfied,Refused,Yes,Neither good or bad,Strongly Agree,No,,Strongly disagree,Yes,Strongly disagree,6
Permanent,Yes,204,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,60,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,60,Very satisfied,Yes,Don't know,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,60,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,15,Neither satisfied nor dissatisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,72,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Somewhat agree,Yes,Strongly disagree,8
Permanent,Yes,48,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,120,Very satisfied,Yes,Yes,Somewhat good,Somewhat agree,Yes,2 occasions,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,60,Somewhat dissatisfied,No,Yes,Neither good or bad,Strongly disagree,No,,Strongly Agree,Yes,Strongly disagree,5
Permanent,Yes,12,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,6,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,156,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,Yes,1 occasion,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,48,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Strongly Agree,Don't know,Strongly Agree,8
Don't know,Yes,8,Neither satisfied nor dissatisfied,Don't know,Yes,Somewhat good,Agree nor disagree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Don't know,24,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,24,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,96,Neither satisfied nor dissatisfied,No,Yes,Neither good or bad,Strongly Agree,No,,Somewhat disagree,Yes,Strongly disagree,7
Temporary,Yes,48,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,11,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,36,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Temporary,Yes,4,Very satisfied,Yes,No,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,No,156,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Somewhat agree,Yes,Strongly disagree,9
Permanent,Yes,7,Somewhat Satisfied,Don't know,Yes,Neither good or bad,Agree nor disagree,No,,Strongly Agree,Yes,Neither agree nor disagree,8
Temporary,Yes,60,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly disagree,No,,Strongly Agree,Yes,Strongly disagree,10
Temporary,Yes,5,Neither satisfied nor dissatisfied,No,Yes,Neither good or bad,Strongly Agree,No,,Agree nor disagree,Yes,Strongly disagree,4
Permanent,Don't know,48,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Temporary,Yes,144,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,12,Very satisfied,Yes,No,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,156,Somewhat Satisfied,No,No,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Somewhat agree,6
Permanent,No,17,Somewhat Satisfied,Yes,Yes,Neither good or bad,Somewhat disagree,No,,Strongly Agree,Yes,Somewhat agree,6
Permanent,Yes,36,Very satisfied,Yes,Don't know,Somewhat good,Strongly Agree,Yes,1 occasion,Strongly Agree,Yes,Strongly disagree,9
Temporary,Yes,5,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly Agree,No,,Somewhat disagree,Yes,Strongly disagree,9
Permanent,Yes,36,Somewhat Satisfied,No,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,No,120,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly Agree,5
Temporary,Yes,24,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Agree nor disagree,Yes,2 occasions,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,60,Neither satisfied nor dissatisfied,No,Yes,Somewhat bad,Agree nor disagree,Yes,1 occasion,Agree nor disagree,Don't know,Strongly Agree,5
Temporary,Yes,7,Neither satisfied nor dissatisfied,Don't know,Yes,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly Agree,9
Temporary,Yes,12,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Temporary,Yes,24,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Temporary,Yes,24,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Don't know,Yes,10,Somewhat Satisfied,Refused,Yes,Somewhat bad,Somewhat disagree,Yes,1 occasion,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,36,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Temporary,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,36,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Don't know,36,Very satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Somewhat agree,8
Permanent,Yes,120,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Somewhat agree,8
Permanent,Yes,7,Neither satisfied nor dissatisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,120,Very satisfied,No,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Don't know,Strongly disagree,8
Permanent,Don't know,24,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly Agree,8
Permanent,Yes,48,Very satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Temporary,Yes,3,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Strongly Agree,No,,Agree nor disagree,Yes,Strongly Agree,5
Permanent,No,156,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,144,Somewhat Satisfied,Don't know,No,Somewhat good,Somewhat disagree,Yes,2 occasions,Strongly Agree,Yes,Somewhat agree,8
Temporary,Yes,7,Neither satisfied nor dissatisfied,Yes,No,Very good,Strongly Agree,No,,Strongly Agree,Yes,Somewhat agree,10
Permanent,Yes,120,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,120,Somewhat Satisfied,Refused,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Temporary,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,Yes,1 occasion,Strongly Agree,Don't know,Strongly disagree,10
Permanent,Yes,24,Very satisfied,No,Yes,Neither good or bad,Strongly Agree,No,,Somewhat agree,Yes,Strongly disagree,9
Permanent,Yes,48,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Somewhat agree,No,,Strongly Agree,Yes,Somewhat agree,8
Temporary,Don't know,14,Very satisfied,Yes,Yes,Somewhat good,Strongly disagree,No,,Strongly Agree,Yes,Strongly disagree,9
Temporary,Yes,7,Very satisfied,Don't know,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Temporary,Yes,6,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Strongly disagree,Yes,Strongly disagree,7
Permanent,Yes,48,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,1,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Temporary,Yes,24,Very satisfied,No,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly Agree,8
Permanent,Yes,72,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Somewhat agree,Yes,Strongly disagree,9
Temporary,Yes,7,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,Yes,1 occasion,Strongly Agree,Yes,Strongly disagree,7
Permanent,Yes,36,Neither satisfied nor dissatisfied,No,Yes,Neither good or bad,Strongly disagree,Yes,1 occasion,Agree nor disagree,Yes,Strongly disagree,5
Permanent,Don't know,72,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Somewhat disagree,No,,Agree nor disagree,Yes,Somewhat agree,9
Permanent,Yes,6,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,48,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,5,Somewhat Satisfied,Don't know,Yes,Somewhat bad,Strongly disagree,No,,Strongly Agree,Yes,Strongly disagree,5
Don't know,Don't know,5,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Temporary,Yes,8,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Neither good or bad,Somewhat agree,No,,Somewhat agree,Yes,Somewhat agree,10
Don't know,Yes,11,Somewhat Satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,24,Very satisfied,Yes,Yes,Somewhat bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Temporary,Yes,170,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,60,Somewhat dissatisfied,Don't know,Yes,Somewhat bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,6
Temporary,Yes,4,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,60,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,5,Somewhat Satisfied,Yes,Yes,Neither good or bad,Somewhat agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,36,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,Yes,1 occasion,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Somewhat agree,Yes,Strongly disagree,8
Permanent,Yes,48,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Don't know,108,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Temporary,Yes,12,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Somewhat disagree,9
Permanent,Yes,1,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,9,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,Yes,Never sustained an injury while at this job,Strongly Agree,Yes,Strongly disagree,7
Temporary,Yes,18,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,5,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,84,Very satisfied,Yes,Don't know,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,108,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Temporary,Yes,14,Somewhat Satisfied,Don't know,No,Neither good or bad,Agree nor disagree,No,,Strongly Agree,Yes,Somewhat disagree,5
Temporary,Yes,48,Somewhat Satisfied,No,Yes,Somewhat good,Somewhat agree,No,,Agree nor disagree,Yes,Strongly Agree,7
Temporary,Yes,10,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,96,Very satisfied,Don't know,No,Neither good or bad,Strongly Agree,No,,Somewhat agree,Yes,Somewhat disagree,8
Temporary,Yes,24,Somewhat Satisfied,Don't know,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,120,Neither satisfied nor dissatisfied,No,No,Somewhat bad,Agree nor disagree,No,,Strongly Agree,Yes,Strongly disagree,4
Permanent,Don't know,132,Very satisfied,No,Yes,Somewhat good,Somewhat agree,No,,Somewhat agree,Yes,Somewhat disagree,7
Permanent,Yes,36,Somewhat dissatisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Don't know,Yes,17,Somewhat dissatisfied,Yes,Don't know,Neither good or bad,Strongly Agree,Yes,1 occasion,Strongly disagree,Don't know,Strongly disagree,4
Temporary,No,24,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Somewhat disagree,9
Permanent,Yes,132,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Don't know,Yes,1,Very satisfied,Don't know,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,144,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,132,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,288,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Somewhat agree,Yes,Strongly disagree,8
Permanent,Yes,240,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Temporary,Yes,120,Neither satisfied nor dissatisfied,No,No,Somewhat good,Strongly disagree,No,,Strongly Agree,Yes,Strongly disagree,5
Permanent,Yes,156,Very satisfied,Yes,Yes,Very good,Strongly Agree,Yes,1 occasion,Strongly Agree,Yes,Strongly disagree,10
Temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Don't know,168,Very satisfied,Yes,Yes,Somewhat good,Strongly Agree,No,,Somewhat agree,Yes,Strongly disagree,9
Temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,10
Temporary,Yes,8,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
Temporary,Don't know,12,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly Agree,No,,Somewhat agree,Yes,Strongly disagree,8
Permanent,Don't know,54,Neither satisfied nor dissatisfied,Yes,Yes,Very good,Strongly Agree,No,,Strongly Agree,Yes,Strongly disagree,8
