worker_type_core,understand_contract,entity_tenure_total_months,workplace_satis_core,trust_leadership_core,living_wage_tf_core,conditions_rate_core,safety_core,accident_last_year,injury_last_year,covid_safety_measures_core,return_next_season_core,pressure_to_work_core,factory_recommend_tf_core
Permanent,Yes,2,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly agree,10
Permanent,Don't know,168,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Somewhat agree,No,,Agree nor disagree,Yes,Somewhat disagree,5
Permanent,No,7,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,96,Somewhat Satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,8,Neither satisfied nor dissatisfied,No,No,Neither good or bad,Strongly disagree,No,,Agree nor disagree,No,Strongly disagree,8
Permanent,Yes,16,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Somewhat agree,No,,Agree nor disagree,Don't know,Somewhat agree,5
Permanent,Don't know,12,Somewhat Satisfied,No,No,Neither good or bad,Somewhat agree,No,,Strongly disagree,Yes,Strongly agree,0
Permanent,Yes,13,Neither satisfied nor dissatisfied,Don't know,No,Neither good or bad,Strongly disagree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,No,42,Somewhat Satisfied,No,No,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Don't know,3,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Agree nor disagree,No,,Agree nor disagree,Yes,Somewhat disagree,9
Permanent,Yes,6,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Seasonal OR temporary,Yes,0,Neither satisfied nor dissatisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Agree nor disagree,8
Permanent,Yes,108,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Agree nor disagree,No,,Strongly Agree,Yes,Agree nor disagree,5
Permanent,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,24,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Seasonal OR temporary,Yes,9,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Seasonal OR temporary,Yes,5,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,10,Very satisfied,No,Yes,Very good,Somewhat agree,No,,Somewhat disagree,Yes,Strongly agree,8
Permanent,Yes,12,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,11,Very satisfied,Don't know,No,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,9,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,13,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,,Agree nor disagree,Don't know,Strongly disagree,8
Permanent,Yes,8,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,109,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,12,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,24,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,4,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,17,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,204,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,11,Somewhat Satisfied,Yes,No,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,84,Very satisfied,Don't know,No,Neither good or bad,Agree nor disagree,No,,Somewhat disagree,Yes,Somewhat agree,6
Permanent,Yes,11,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Don't know,Strongly disagree,8
Permanent,Yes,1,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,35,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly disagree,Yes,1 occasion,Strongly Agree,Yes,Somewhat agree,5
Permanent,Yes,161,Very satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Somewhat disagree,6
Permanent,Yes,14,Somewhat Satisfied,Don't know,No,Somewhat good,Strongly disagree,Yes,1 occasion,Strongly disagree,No,Strongly agree,7
Permanent,Yes,39,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,14,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,No,Strongly disagree,8
Permanent,Yes,18,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,2,Very satisfied,Yes,No,Very good,Somewhat agree,No,,Strongly Agree,No,Strongly agree,9
Permanent,Yes,1,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,No,Agree nor disagree,10
Permanent,No,5,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,,Strongly Agree,Yes,Somewhat disagree,10
Permanent,Yes,2,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Somewhat agree,No,,Strongly Agree,Yes,Somewhat agree,8
Permanent,Yes,1,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,6,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Somewhat disagree,10
Permanent,Yes,60,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Agree nor disagree,No,,Strongly Agree,Yes,Somewhat disagree,8
Permanent,Don't know,13,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,,Strongly Agree,Yes,Somewhat disagree,8
Permanent,Yes,84,Neither satisfied nor dissatisfied,Yes,Don't know,Neither good or bad,Agree nor disagree,No,,Somewhat agree,Yes,Strongly disagree,7
Permanent,Yes,36,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,7,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat agree,No,,Somewhat agree,Don't know,Somewhat disagree,5
Seasonal OR temporary,Yes,252,Somewhat Satisfied,Yes,No,Very good,Somewhat agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,156,Very satisfied,Refused,No,Somewhat good,Agree nor disagree,No,,Somewhat agree,Yes,Strongly disagree,0
Permanent,Don't know,8,Somewhat Satisfied,Yes,No,Somewhat good,Somewhat disagree,No,,Strongly Agree,Yes,Strongly disagree,5
Permanent,No,9,Very satisfied,No,No,Somewhat good,Strongly disagree,No,,Somewhat agree,Don't know,Somewhat agree,7
Seasonal OR temporary,Yes,0,Very satisfied,Yes,Yes,Very good,Somewhat agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,24,Somewhat Satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,12,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,20,Very satisfied,Don't know,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,221,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Don't know,Strongly disagree,9
Permanent,Yes,12,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,5
Permanent,Yes,67,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,5
Permanent,Yes,144,Very satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,7
Permanent,Yes,18,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,12,Very satisfied,Yes,Yes,Neither good or bad,Strongly agree,Yes,1 occasion,Strongly Agree,Yes,Strongly disagree,9
Seasonal OR temporary,Yes,3,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Don't know,Strongly disagree,7
Seasonal OR temporary,Yes,5,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,6,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,2,Somewhat Satisfied,Yes,No,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,90,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Somewhat agree,No,,Somewhat agree,Yes,Strongly disagree,9
Permanent,Yes,12,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,42,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,2,Very satisfied,Yes,No,Neither good or bad,Strongly agree,No,,Somewhat agree,Yes,Strongly disagree,10
Seasonal OR temporary,Yes,11,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Strongly agree,No,,Strongly Agree,No,Strongly disagree,9
Permanent,Yes,19,Neither satisfied nor dissatisfied,Yes,Yes,Very good,Somewhat agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,36,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,48,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Strongly agree,No,,Strongly Agree,Don't know,Strongly disagree,8
Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,12,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,27,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Strongly agree,No,,Strongly Agree,Don't know,Strongly disagree,7
Permanent,Yes,264,Neither satisfied nor dissatisfied,Yes,No,Very good,Strongly agree,No,,Somewhat agree,Yes,Strongly disagree,8
Permanent,Yes,1,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,45,Neither satisfied nor dissatisfied,Yes,No,Somewhat good,Strongly agree,No,,Strongly Agree,Don't know,Strongly disagree,7
Permanent,Yes,72,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,19,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Permanent,Yes,4,Somewhat Satisfied,Yes,Yes,Somewhat good,Somewhat agree,No,,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,6,Very satisfied,Yes,No,Very good,Strongly agree,Yes,Don't Know,Strongly Agree,Yes,Strongly disagree,8
Permanent,Yes,312,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Somewhat agree,8
Permanent,Yes,96,Somewhat Satisfied,No,No,Somewhat good,Somewhat agree,No,,Somewhat agree,Yes,Somewhat disagree,5
Permanent,Yes,300,Somewhat Satisfied,No,No,Somewhat good,Somewhat agree,No,,Somewhat disagree,Yes,Strongly disagree,6
Permanent,Yes,60,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,1,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat disagree,No,,Somewhat disagree,No,Strongly disagree,0
Permanent,Yes,300,Somewhat Satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,7
Permanent,Yes,144,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,11,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Somewhat agree,Yes,Strongly disagree,10
Permanent,Yes,36,Very satisfied,No,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,10
Seasonal OR temporary,No,5,Somewhat dissatisfied,Refused,No,Neither good or bad,Somewhat disagree,No,,Somewhat agree,No,Strongly disagree,5
Permanent,Don't know,60,Somewhat Satisfied,No,No,Neither good or bad,Somewhat agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,312,Somewhat dissatisfied,No,No,Neither good or bad,Strongly disagree,No,,Strongly Agree,Yes,Somewhat agree,5
Seasonal OR temporary,Yes,3,Very satisfied,Yes,No,Somewhat good,Strongly agree,No,,Strongly disagree,Yes,Somewhat agree,8
Seasonal OR temporary,Yes,1,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,8
Seasonal OR temporary,Yes,36,Neither satisfied nor dissatisfied,Refused,Yes,Neither good or bad,Agree nor disagree,No,,Somewhat disagree,No,Strongly agree,0
Permanent,Yes,24,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Somewhat agree,Yes,Refused,Somewhat agree,Don't know,Somewhat disagree,8
Permanent,Yes,48,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,5
Permanent,Don't know,108,Very satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,,Strongly Agree,Yes,Strongly disagree,9
Permanent,Yes,12,Very satisfied,Yes,No,Very good,Somewhat agree,No,,Somewhat disagree,Don't know,Strongly disagree,5
Permanent,Yes,264,Somewhat Satisfied,Don't know,Yes,Somewhat good,Somewhat agree,No,,Strongly Agree,Yes,Strongly disagree,6
Seasonal OR temporary,No,4,Somewhat dissatisfied,No,No,Somewhat good,Somewhat agree,Yes,1 occasion,Agree nor disagree,No,Somewhat agree,6
Seasonal OR temporary,Yes,4,Very satisfied,Yes,No,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly agree,10
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,Yes,1 occasion,Strongly Agree,Yes,Refused,10
Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly agree,10
Seasonal OR temporary,Yes,15,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Refused,10
Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Refused,7
Seasonal OR temporary,Yes,2,Very satisfied,Yes,Don't know,Very good,Strongly agree,No,,Strongly Agree,Yes,Refused,10
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Refused,10
Seasonal OR temporary,Yes,24,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Refused,Yes,Strongly agree,10
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly agree,10
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Refused,Yes,Refused,10
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly agree,10
Seasonal OR temporary,Yes,5,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly agree,10
Seasonal OR temporary,Yes,48,Very satisfied,Yes,Yes,Very good,Strongly agree,Yes,Never sustained an injury while at this job,Strongly Agree,Yes,Strongly agree,10
Seasonal OR temporary,Yes,1,Very satisfied,Yes,No,Very good,Strongly agree,No,,Refused,Yes,Refused,10
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly agree,10
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly agree,10
Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly agree,10
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,Yes,Never sustained an injury while at this job,Strongly Agree,Yes,Strongly agree,10
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly agree,10
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly agree,10
Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Refused,10
Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly agree,10
Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly agree,10
Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly agree,Yes,Never sustained an injury while at this job,Strongly Agree,Yes,Strongly agree,10
Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly agree,9
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly agree,8
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly agree,10
Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly agree,10
Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Strongly agree,7
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,Yes,Never sustained an injury while at this job,Strongly Agree,Yes,Strongly agree,10
Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Refused,10
Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Don't know,Refused,10
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Neither good or bad,Strongly agree,No,,Somewhat disagree,Yes,Refused,10
Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Refused,10
Seasonal OR temporary,Yes,36,Very satisfied,Yes,Yes,Very good,Somewhat agree,No,,Refused,Yes,Refused,5
Seasonal OR temporary,Yes,5,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Somewhat agree,Yes,Strongly disagree,10
Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Somewhat agree,Yes,Somewhat agree,10
Seasonal OR temporary,Yes,3,Refused,Yes,Yes,Very good,Strongly agree,No,,Agree nor disagree,Yes,Refused,7
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Somewhat agree,Yes,Refused,9
Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Somewhat agree,Yes,Somewhat agree,8
Seasonal OR temporary,Yes,1,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Refused,Yes,Refused,10
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Refused,Yes,Refused,9
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Refused,10
Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Refused,Yes,Refused,9
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Refused,Yes,Refused,10
Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Refused,Yes,Refused,9
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Refused,Yes,Refused,9
Permanent,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Refused,9
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Refused,Yes,Refused,9
Seasonal OR temporary,Yes,4,Very satisfied,Yes,Yes,Somewhat good,Strongly agree,No,,Strongly Agree,Yes,Refused,9
Seasonal OR temporary,Yes,4,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Refused,Yes,Refused,9
Seasonal OR temporary,Yes,4,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Refused,9
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Refused,10
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Refused,9
Permanent,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Refused,10
Seasonal OR temporary,Yes,2,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Refused,Yes,Refused,9
Seasonal OR temporary,Yes,3,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Refused,8
Seasonal OR temporary,Yes,4,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Refused,9
Seasonal OR temporary,Yes,4,Very satisfied,Yes,Yes,Very good,Strongly agree,No,,Strongly Agree,Yes,Refused,9
Seasonal OR temporary,Yes,36,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Agree nor disagree,No,,Strongly disagree,Don't know,Agree nor disagree,7
Seasonal OR temporary,Yes,48,Somewhat Satisfied,Yes,No,Neither good or bad,Somewhat agree,No,,Agree nor disagree,Yes,Agree nor disagree,5
Seasonal OR temporary,Yes,24,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Agree nor disagree,No,,Agree nor disagree,Yes,Somewhat agree,6
Seasonal OR temporary,Yes,24,Neither satisfied nor dissatisfied,Yes,Yes,Somewhat bad,Agree nor disagree,No,,Agree nor disagree,Yes,Agree nor disagree,4
Seasonal OR temporary,Refused,36,Neither satisfied nor dissatisfied,Yes,Yes,Neither good or bad,Somewhat agree,No,,Somewhat disagree,Yes,Agree nor disagree,6
Seasonal OR temporary,Refused,48,Somewhat Satisfied,Don't know,No,Neither good or bad,Agree nor disagree,No,,Agree nor disagree,Yes,Agree nor disagree,8
Seasonal OR temporary,Yes,12,Neither satisfied nor dissatisfied,No,No,Refused,Refused,No,,Agree nor disagree,Yes,Agree nor disagree,4
Seasonal OR temporary,Yes,36,Neither satisfied nor dissatisfied,Yes,No,Neither good or bad,Somewhat agree,No,,Agree nor disagree,Yes,Strongly agree,5
